S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,11,71257,GALAXY MEDICARE LIMITED,08-Jan-2020 10:12 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,11.0,71124.0,Johnson and Johnson Private Limited,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,12,71171,GOLDWIN MEDICARE LIMITED,08-Jan-2020 01:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,12.0,71188.0,WILSON TAPES PVT. LTD,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,13,70808,HEALTHIUM MEDTECH PRIVATE LIMITED (Formerly known as SUTURES INDIA PRIVATE LIMITED),07-Jan-2020 11:25 AM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,13.0,71249.0,BECTON DICKINSON INDIA PVT LTD,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,14,71231,HI CARE GLOVES PRIVATE LIMITED,07-Jan-2020 09:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,14.0,71257.0,GALAXY MEDICARE LIMITED,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,15,71258,Hindustan Syringes And Medical Devices Ltd,08-Jan-2020 10:32 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,15.0,71258.0,Hindustan Syringes And Medical Devices Ltd,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,16,71309,Jajoo Surgicals Pvt. Ltd.,08-Jan-2020 01:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,17,71124,Johnson and Johnson Private Limited,07-Jan-2020 10:45 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,18,70798,KANAM LATEX INDUSTRIES PVT.LTD,08-Jan-2020 12:20 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,19,71029,KMS MANUFACTURING COMPANY,08-Jan-2020 01:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,20,71205,K.S. SURGICAL PVT. LTD.,08-Jan-2020 12:20 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,21,71197,Lamed Healthcare Com,08-Jan-2020 11:38 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,22,71216,Lenora Glove Pvt Ltd,07-Jan-2020 08:21 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,23,71082,MAGNA MARKETING,08-Jan-2020 11:00 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,24,70834,Medicare Hygiene Limited,08-Jan-2020 01:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,25,71027,Medicare Products Inc.,08-Jan-2020 10:35 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,26,70850,MEDIPLUS (INDIA) LIMITED,07-Jan-2020 05:43 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,27,71089,Medisafe International,08-Jan-2020 12:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,28,71189,MRK HEALTHCARE PVT. LTD.,07-Jan-2020 07:50 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,29,71061,M/S ANAMIKA UDYOG,08-Jan-2020 09:26 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,30,71121,M/s Sterimed Medical Devices Pvt Ltd,08-Jan-2020 01:46 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,31,71122,M/s Sterimed Surgicals India Pvt Ltd,08-Jan-2020 01:36 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,32,71016,M/S SURU INTERNATIONAL PVT. LTD,08-Jan-2020 01:54 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,33,70835,Oyster Medisafe Private Limited,08-Jan-2020 10:43 AM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,34,71014,Poly Medicure Ltd.,07-Jan-2020 07:07 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,35,71275,Prime Medica Promotion Pvt. Ltd.,08-Jan-2020 01:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,36,70803,Romsons Scientific and Surgical Industries Pvt. Ltd.,04-Jan-2020 10:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,37,71178,UDAIPUR SURGICALS PVT LTD,08-Jan-2020 12:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,38,70845,VEEKAY SURGICALS PVT LTD,08-Jan-2020 11:14 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,39,71145,VIJAY LATEX PRODUCTS PVT. LTD.,07-Jan-2020 01:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,40,71188,WILSON TAPES PVT. LTD,08-Jan-2020 10:58 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
