S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
17.0,92422.0,Dochania and Company Private Limited,INR,0.0,17,90557,HNB Enterprise,26-Sep-2020 10:31 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18.0,92508.0,ZSEE SMART SOLUTION INDIA PRIVATE LIMITED,INR,0.0,18,92667,J.B.Engineers And Associates,29-Sep-2020 04:37 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19.0,92509.0,M/S SWARAJ CONSTRUCTION,INR,0.0,19,93121,K.B.S COMMERCIAL (P) LTD.,29-Sep-2020 08:41 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20.0,92571.0,M/S ASSAM STEEL ENTERPRISE,INR,0.0,20,93322,KEA CONSULTANTS PVT.LTD,29-Sep-2020 11:09 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21.0,92610.0,SURAJ KUMAR SHARMA,INR,0.0,21,93846,Khagen Konch,30-Sep-2020 11:42 AM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22.0,92657.0,M/S ELITE AGENCIES,INR,0.0,22,91550,Khitish Ojha,28-Sep-2020 04:57 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23.0,92667.0,J.B.Engineers And Associates,INR,0.0,23,94018,Luit Construction,30-Sep-2020 12:55 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24.0,92721.0,ASOMI CONSTRUCTION & SUPPLY SYNDICATE,INR,0.0,24,88707,MOYNUL ENTERPRISE,23-Sep-2020 01:27 PM,Rejected-Technical,Technically Non Responsive,13-Oct-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25.0,92820.0,r k marketing,INR,0.0,25,92917,MP AGARWALA PVT.LTD,29-Sep-2020 06:31 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
26.0,92840.0,NIPUL KUMAR BORTHAKUR,INR,0.0,26,92571,M/S ASSAM STEEL ENTERPRISE,29-Sep-2020 03:42 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
27.0,92854.0,BRIGHT SOLAR LIMITED,INR,0.0,27,90312,M/s Dhananjoy Talukdar,26-Sep-2020 04:53 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
28.0,92903.0,BBS CONSTRUCTION,INR,0.0,28,92657,M/S ELITE AGENCIES,29-Sep-2020 04:35 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
29.0,92917.0,MP AGARWALA PVT.LTD,INR,0.0,29,89241,M/S MD FOYZAL HOQUE,23-Sep-2020 06:05 PM,Rejected-Technical,Technically Non Responsive,13-Oct-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
30.0,93038.0,Sri Manoj Pareek,INR,0.0,30,93404,M/S RAHUL TRADE AND AGENCY,30-Sep-2020 12:42 AM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
31.0,93043.0,RAJU CHANDRA BASUMATARY,INR,0.0,31,92509,M/S SWARAJ CONSTRUCTION,29-Sep-2020 03:04 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
32.0,93121.0,K.B.S COMMERCIAL (P) LTD.,INR,0.0,32,89994,NABADWEEP PATHAK,26-Sep-2020 11:02 AM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
33.0,93154.0,TRADE AND TECHNOLOGY,INR,0.0,33,92300,Naruttam Changmai,29-Sep-2020 03:38 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
34.0,93272.0,SONTOSH SAHEWALLA,INR,0.0,34,92840,NIPUL KUMAR BORTHAKUR,29-Sep-2020 06:02 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
35.0,93322.0,KEA CONSULTANTS PVT.LTD,INR,0.0,35,92344,NONDO CHAND NAIDING,29-Sep-2020 01:39 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
36.0,93404.0,M/S RAHUL TRADE AND AGENCY,INR,0.0,36,94005,Power Tools and Engineering,30-Sep-2020 12:35 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
37.0,93774.0,SHREE GANESH MARKETING,INR,0.0,37,94134,PRINCE AGRO MACHINERY,30-Sep-2020 01:24 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
38.0,93793.0,ASHIM MAHANTA,INR,0.0,38,93043,RAJU CHANDRA BASUMATARY,29-Sep-2020 07:51 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
39.0,93846.0,Khagen Konch,INR,0.0,39,89387,RAMEN DAS,24-Sep-2020 02:51 PM,Rejected-Technical,Technically Non Responsive,13-Oct-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
40.0,93966.0,Vishwanath Projects Limited,INR,0.0,40,94032,RITISH BHATTACHARYYA,30-Sep-2020 12:38 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
41.0,94005.0,Power Tools and Engineering,INR,0.0,41,92820,r k marketing,29-Sep-2020 06:19 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
42.0,94009.0,ALAMPURIA ENTERPRISES,INR,0.0,42,89446,r r enterprise,29-Sep-2020 06:31 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
43.0,94018.0,Luit Construction,INR,0.0,43,90890,SAHARUL AMIN BARBHUIYA,29-Sep-2020 01:02 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
44.0,94032.0,RITISH BHATTACHARYYA,INR,0.0,44,94179,SAHIL AKHTAR,30-Sep-2020 01:41 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
45.0,94075.0,VS MANGA CHANGSAN,INR,0.0,45,90013,SDCONSTRUCTION,27-Sep-2020 05:10 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
46.0,94115.0,HAMENDRA SAIKIA,INR,0.0,46,93774,SHREE GANESH MARKETING,30-Sep-2020 11:06 AM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
47.0,94134.0,PRINCE AGRO MACHINERY,INR,0.0,47,88555,SINGO ENGINEERING INDIA PRIVATE LIMITED,23-Sep-2020 11:34 AM,Rejected-Technical,Technically Non Responsive,13-Oct-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
48.0,94179.0,SAHIL AKHTAR,INR,0.0,48,93272,SONTOSH SAHEWALLA,29-Sep-2020 10:27 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
49.0,94314.0,GOBIN CH BARO,INR,0.0,49,93038,Sri Manoj Pareek,29-Sep-2020 07:48 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,50,92610,SURAJ KUMAR SHARMA,29-Sep-2020 04:03 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,51,93154,TRADE AND TECHNOLOGY,29-Sep-2020 09:25 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,52,93966,Vishwanath Projects Limited,30-Sep-2020 03:03 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,53,94075,VS MANGA CHANGSAN,30-Sep-2020 01:04 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,54,92508,ZSEE SMART SOLUTION INDIA PRIVATE LIMITED,29-Sep-2020 07:50 PM,Accepted-AOC,Awarded,17-Mar-2021 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
