S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,11,65373,R.S. Infraprojects Pvt. Ltd.,03-Oct-2019 12:47 PM,Rejected-Technical,NON-RESPONSIVE,27-Jan-2020 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,12,65402,SALASAR TECHNO ENGINEERING LIMITED,02-Oct-2019 03:51 PM,Accepted-AOC,L1 INCLUDING GST,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,13,65211,Shyama Power India Limited,01-Oct-2019 04:25 PM,Rejected-AOC,L7,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,14,65164,Shyam Steel Industries Ltd.,03-Oct-2019 10:42 AM,Rejected-AOC,L5,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,15,64305,Siddhartha Engineering Limited,26-Sep-2019 12:10 AM,Rejected-AOC,L4,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,16,65244,Techno Electric and Engineering Company Limited,01-Oct-2019 10:58 AM,Rejected-Technical,NON-RESPONSIVE,27-Jan-2020 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,17,65027,Techno Power Enterprises Private Limited,01-Oct-2019 06:44 PM,Rejected-AOC,L8,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,18,65283,T N T Projects Ltd,26-Sep-2019 11:46 AM,Rejected-AOC,L3,19-Jan-2022 01:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,19,64504,Vinayak Kripa and Company,12-Sep-2019 12:31 PM,Rejected-Technical,Non-Responsive,27-Jan-2020 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,20,65271,Win Power Infra Pvt Ltd,25-Sep-2019 08:17 PM,Rejected-Technical,NON-RESPONSIVE,27-Jan-2020 03:33 PM,AOC
