Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
28,Bilaspur,Excessive Rain,09-07-2025,Store (dholra)(Sub-divn. no-3),kallar ,Roads, National Highway on Chandigarh Mandi Manali Road,5,Major District Road,Black Top,,RD 116/325 to 116/340,15,15,0,Severely Damaged,15,,,,,,,,,,,2,,31.28,76.747,Self Visit,,
29,Bilaspur,Excessive Rain,14-07-2025,Kothipura(Sub-divn. no-3),Kothipura,Roads,L/R Nai Sarli to H/Basti Nai Sarli,2.6,Village Road,Black Top,,1/100 to 1/140,40,40,0,Totally Damaged,40,,,,,,,,,,,5.5,Rwall ,31.29211289,74,Self Visit,,
30,Bilaspur,Excessive Rain,14-07-2025,Kothipura(Sub-divn. no-3),Kothipura,Roads,NH-21 to Mehrog Road,1.18,Village Road,Black Top,,0/690 to 0/710,20,20,0,,,,,,,,,,,,,3.5,Road Settled. C/O Paver Block ,31.28031054,76.76349801,Self Visit,,
31,Bilaspur,Excessive Rain,05-07-2025,Kothipura(Sub-divn. no-3),Kachouli,Roads,Rajpura Chila Charan Mod Road,5.21,Village Road,Black Top,,0/885 to 0/905,20,20,0,Totally Damaged,20,,,,,,,,,,,4.5,Rwall ,31.27009836,76.78863339,Self Visit,,
32,Bilaspur,Excessive Rain,17-07-2025,Berthin(Berthin),Bargaon,Roads,Badgaon Reeradoh road,4,Village Road,Earthen Road,,3/500 to 3/650,150,100,50,Totally Damaged,5,Severely Damaged,20,Minor Damage,1,,,,,,,5,,31.391537,76.636069,Self Visit,,
33,Bilaspur,Excessive Rain,16-07-2025,Berthin(Berthin),Ser,Roads,Sunhani Kajail Ser ,4.1,Village Road,Black Top,,3/700 to 3/705,5,5,0,,,Severely Damaged,5,,,,,,,Severely Damaged,5,3,Requires Retaining wall,31.385783,76.665893,Self Visit,,
34,Bilaspur,Landslide,29-06-2025,Hatwar(Bharari),Bum,Roads,Bum Jahu road ,3.765,Village Road,Black Top,,1/680,,30,0,,,,,,,,,,,,,5,,31.574656,76.705684,Self Visit,,
35,Bilaspur,Landslide,22-07-2025,Chharol(Sub-divn. no-3),Chharol,Roads,Link road NH 21 Jamli to Neri,2.15,Village Road,Black Top,,0/045 to 0/075,30,30,0,,,,,,,,,,,Severely Damaged,30,2,"Road Crust, Slips & pots hole",31.22553002,76.77943718,Self Visit,,
36,Bilaspur,Excessive Rain,22-07-2025,Kothipura(Sub-divn. no-3),Rajpura,Roads,Kothipura  Prohi to Deoth road,8.78,Village Road,Black Top,,4/470 to 4/485,15,15,0,Totally Damaged,15,,,,,,,,,,,3.5,R/walll ,31.26317383,76.80078566,Self Visit,,
37,Bilaspur,Excessive Rain,21-07-2025,Kothipura(Sub-divn. no-3),Kachouli ,Roads,Rajpura to Chilla Charanmore Road,5.21,Village Road,Black Top,,0/00 to 0/860,200,,200,,,,,,,,,,,,,1.5,Minor Slips & Road Crust ,31.26934757,76.78990423,Self Visit,,
38,Bilaspur,Excessive Rain,05-07-2025,N.b.t. (changer)(Sub-divn. no-2 bilaspur.),MC Bilaspur,Roads,VIP Road Veterinary Hospital  to Petrol Pump,1.8,Village Road,Black Top,,0/465 to 0/475,,70,,Minor Damage,15,Minor Damage,,,,,,,,,,1.55,,31.33415,76.763486,Self Visit,,
39,Bilaspur,Excessive Rain,19-07-2025,Bandla(Sub-divn. no-2 bilaspur.),Bandla,Roads,Binayakghat Bandla Sihra Bilaspur road,23,Major District Road,Black Top,,13/885 to 13/895,10,10,,Minor Damage,10,,,,,,,,,,,1.6,,31.354267,76.791971,Self Visit,,
40,Bilaspur,Excessive Rain,21-07-2025,Kothipura(Sub-divn. no-3),Rajpura ,Roads,Kothipura to Deoth road ,8.78,Village Road,Black Top,,0/00 to 1/00,300,,300,,,,,,,,,,,,,2.5,Road Crust &Slips ,31.28422352,76.77133141,Self Visit,,
41,Bilaspur,Excessive Rain,21-07-2025,Chharol(Sub-divn. no-3),Chharol ,Roads,National Highway No.205,11,Major District Road,Black Top,,107/015 to 107/030,15,,15,,,Minor Damage,15,,,,,,,,,0.5,Road Crust &Slips ,31.26,76.76,Self Visit,,
42,Bilaspur,Excessive Rain,21-07-2025,Chharol(Sub-divn. no-3),Chharol ,Roads,Link road NH 21 Jamli to Neri ,2.15,Village Road,Black Top,,0/440 to 0/465,25,25,0,,,,,,,,,,,,,0.5,Road Crust &Road Slips ,31.22496423,76.77996206,Self Visit,,
43,Bilaspur,Excessive Rain,21-07-2025,Chharol(Sub-divn. no-3),Kachouli,Roads, Link Road to Vill. Kachouli,5,Village Road,Black Top,,2/410 to 2/435,25,,25,,,Severely Damaged,25,,,,,,,,,4.5,"Bwall ,Road Crust & Slips ",31.26,76.76,Self Visit,,
44,Bilaspur,Excessive Rain,21-07-2025,Deoth(Sub-divn. no-3),Deoth,Roads,Brahmpukhar Deoth Shelli Road ,11.48,Village Road,Black Top,,4/300 to 4/360,60,20,0,,,,,,,,,,,,,0.7,Road Crust &Slips ,31.25228503,76.8129068,Self Visit,,
45,Bilaspur,Excessive Rain,21-07-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Boh to Hambar ,1.5,Village Road,Earthen Road,,0/060 to 090,30,30,0,,,,,,,,,,,,,0.4,Slips ,31.25189979,79.67680115,Self Visit,,
46,Bilaspur,Excessive Rain,21-07-2025,Store (dholra)(Sub-divn. no-3),,Roads,National Highway No.205,5,Major District Road,Black Top,,116/885 TO 117/225,300,,300,,,,,,,,,,,,,2,Road Crust & Slips ,31.28139784,75,Self Visit,,
47,Bilaspur,Excessive Rain,22-07-2025,Kothipura(Sub-divn. no-3),KACHOULI ,Roads,Rajpura to Chilla Charanmore Road ,5.21,Village Road,Black Top,,0/720 TO 0/740,20,20,0,,,,,,,,,,,,,0.5,Road Crust & Slips ,31.26913879,76.78890488,Self Visit,,
48,Bilaspur,Landslide,22-07-2025,Deoth(Sub-divn. no-3),Deoth,Roads,Brahmpukhar Deoth Shelli Road,11.48,Village Road,Black Top,,4/300 to ,70,70,0,,,,,,,,,,,,,2.5,Road Crust &Slips ,31.25222973,76.81301649,Self Visit,,
49,Bilaspur,Landslide,22-07-2025,Kalol(Kalol),Kalol,Roads,BJSM ROAD,20,Village Road,Black Top,,8/320,,100,0,,,,,,,,,,,Totally Damaged,100,2.5,,31.341066,76.665997,Self Visit,,
50,Bilaspur,Excessive Rain,22-07-2025,Store (dholra)(Sub-divn. no-3),Balh Bhulwana,Roads,NA,0,Village Road,Black Top,,NA,,,0,,,,,,,,,,,,,0,,0,0,Self Visit,,
51,Bilaspur,Landslide,22-07-2025,Kalol(Kalol),Bharolikallan,Roads,Bharolikallan to bagrukhurd,3.5,Village Road,Water Bound Macadem,,0/350,40,20,40,,,,,,,,,,,Severely Damaged,60,0.5,,31.3818,76.573255,Self Visit,,
52,Bilaspur,Excessive Rain,21-07-2025,Kalol(Kalol),Bharolikallan,Roads,Bharolikallan to bharolikhurd,3,Village Road,Black Top,,2/450,400,400,0,,,,,,,,,,,Totally Damaged,400,8,,31.374197,76.580455,Self Visit,,
53,Bilaspur,Landslide,21-07-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,2/930,50,50,0,,,Severely Damaged,15,Minor Damage,1,,,,,Totally Damaged,30,1.5,,31.285057,76.656752,Self Visit,,
54,Bilaspur,Landslide,22-07-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/120,40,40,0,,,Severely Damaged,20,,,,,,,Totally Damaged,40,2.5,,31.280217,76.651305,Self Visit,,
55,Bilaspur,Landslide,22-07-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,1.520,60,60,0,,,,,,,,,,,Totally Damaged,200,3.5,,31.304527,76.639589,Self Visit,,
56,Bilaspur,Landslide,06-07-2025,Bharari-i(Bharari),BAROTA,Roads,SUSNAL BALDA BHAGYUNDA ROAD ,4.545,Village Road,Black Top,,"1/180 TO 1/190,1/270 TO 1/285,1/030 TO 1/050,0/110 TO 0/200",,135,0,,,,,,,,,,,Minor Damage,135,10,,31.5421,76.634384,Self Visit,,
57,Bilaspur,Landslide,23-07-2025,Chharol(Sub-divn. no-3),Chharol,Roads,Deoth Lagghat Jamli Road,5,Village Road,Black Top,,10/200 to 10/230,30,30,0,,,,,,,,,,,,,2.5,"Road Crust ,Pot holes & Road Slips   ",31.23097136,76.78367187,Self Visit,,
58,Bilaspur,Landslide,23-07-2025,Chharol(Sub-divn. no-3),Chharol,Roads,National Highway No.205,11,Village Road,Black Top,,111/255 to 111/270,15,15,0,,,,,,,,,,,Minor Damage,15,1,Road Crust &slips ,31.24,76.77,Self Visit,,
59,Bilaspur,Landslide,23-07-2025,Kothipura(Sub-divn. no-3),KACHOULI ,Roads,Rajpura to Chilla Charanmore Road,5.21,Village Road,Black Top,,4/240 to 4/260,20,20,0,Additional R/Wall Required,20,,,,,,,,,Totally Damaged,20,6,"Road Crust ,R/wall  Crash barrier required & Slips ",31.25,75,Self Visit,,
60,Bilaspur,Landslide,20-07-2025,Berthin(Berthin),Nihan,Roads,Sunhani Kajail Ser ,4.1,Village Road,Black Top,,0/000 to 0/0.020,20,20,0,,,,,Minor Damage,1,,,,,Totally Damaged,15,7,Requires Retaining wall,31.409698,76.673614,Self Visit,,
61,Bilaspur,Landslide,23-07-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Deoth Lagghat Jamli Road ,8,Village Road,Black Top,,2/630 to 2/645,15,15,0,Severely Damaged,15,,,,,,,,,,,3.5,Road Crust & R/wall ,31.24141856,76.80645007,Self Visit,,
62,Bilaspur,Landslide,23-07-2025,Deoth(Sub-divn. no-3),DEOTH ,Roads,Brahmpukhar Deoth Shelli Road,11.48,Village Road,Black Top,,3/850 TO 3/880,30,30,0,,,,,,,,,,,,,0.5,Road Crust & Slips ,31.25256363,76.81666236,Self Visit,,
63,Bilaspur,Landslide,04-07-2025,Bharari-i(Bharari),ghandalwin,Roads,Rohal khad to Ghandalwin via Lehri Sarail road ,12.795,Village Road,Black Top,,10/200 to 10/205,,5,0,,,,,,,,,,,Minor Damage,5,2.5,VALLEY SIDE LANDSLIDE NEED R/WALL,31.57121,75,Self Visit,,
64,Bilaspur,Excessive Rain,26-07-2025,Store (dholra)(Sub-divn. no-3),KALLAR,Roads,National Highway No.205 ,5,Major District Road,Black Top,,116/00 to 121/00,1500,,1500,,,,,,,,,,,,,0.25,Road Cust ,31.2810073,76.73947587,Self Visit,,
65,Bilaspur,Landslide,22-07-2025,Talai(Berthin),,Roads,Badgaon to Kosrian road,4.75,Village Road,Black Top,,1/640 to 1/660,20,20,0,,,,,Minor Damage,2,Minor Damaged,1,,,Severely Damaged,10,0.5,,31.524623,76.431181,Self Visit,,
66,Bilaspur,Excessive Rain,17-07-2025,Talai(Berthin),,Roads,Talai Deotsidh road,2.615,Village Road,Black Top,,2/020 to 2/035,15,15,0,Totally Damaged,15,,,Minor Damage,1,Minor Damaged,1,,,Severely Damaged,15,6,,31.453248,76.536152,Self Visit,,
67,Bilaspur,Excessive Rain,17-07-2025,Talai(Berthin),,Roads,Bhagatpur to Khameda,1,Village Road,Black Top,,0/000 to 1/000,30,20,100,,,,,Minor Damage,1,Minor Damaged,1,,,,,1.5,Require patch works and berm,31.437061,76.5193,Self Visit,,
68,Bilaspur,Excessive Rain,21-07-2025,Talai(Berthin),,Roads,Bukhar to Dhameera Road,4.375,Village Road,Black Top,,1/00to 2/00,200,100,0,,,,,,,,,,,Severely Damaged,50,2,,31.45825,76.488299,Self Visit,,
69,Bilaspur,Excessive Rain,29-07-2025,Buhad(Kalol),Malraoun ,Roads,Gangloh Malraoun ,22,Village Road,Black Top,,19/210,40,40,0,,,,,,,,,,,Minor Damage,50,0.5,Landslides ,31.321621,76.596257,Self Visit,,
70,Bilaspur,Excessive Rain,22-07-2025,Buhad(Kalol),Gharan,Roads,Jaddu badgaoun gallu,19.05,Village Road,Black Top,,5/285,50,50,0,,,,,,,,,,,Minor Damage,70,0.75,Landslides ,31.401948,76.529445,Self Visit,,
71,Bilaspur,Excessive Rain,22-07-2025,Buhad(Kalol),Malraoun ,Roads,Gangloh malraon,18,Village Road,Black Top,,14/150,15,15,0,Totally Damaged,15,,,,,,,,,Minor Damage,50,3,,31.344604,76.578186,Self Visit,,
72,Bilaspur,Excessive Rain,22-07-2025,Buhad(Kalol),Malraoun ,Roads,Gangloh  Malraoun ,18,Village Road,Black Top,,13/430,15,15,0,Totally Damaged,15,,,,,,,,,Minor Damage,50,3,,31.345945,76.57324,Self Visit,,
73,Bilaspur,Excessive Rain,03-09-2025,Buhad(Kalol),Dhudhiyan ,Roads,Theh  Buhad ,14,Village Road,Black Top,,,20,,,Minor Damage,20,,,,,,,,,Minor Damage,100,5,Landslides ,31.362429,76.57621,Self Visit,,
74,Bilaspur,Landslide,23-07-2025,Kothipura(Sub-divn. no-3),KOTHPURA,Roads,Link road NH-205 to Mehrog  ,1.18,Village Road,Black Top,,0/450 TO 0/480,30,30,0,,,,,,,,,,,,,3.5,"Road Crust ,slips & Required Paver Block  ",29.28163094,74.695,Self Visit,,
75,Bilaspur,Excessive Rain,26-08-2025,Ghandeer(Berthin),,Roads, Kathiun Gajrehra Deotsidh road.,3.765,Village Road,Black Top,,AT VARIOUS RD,60,,60,,,,,,,,,,,,,4,road crust damaged and berms damaged at various RD ,31.421552,76.571363,Self Visit,,
76,Bilaspur,Excessive Rain,26-07-2025,Kothipura(Sub-divn. no-3),KOTHIPURA,Roads,National Highway No.205 ,6,Major District Road,Black Top,,121/00 to 127/00,1300,,1300,,,,,,,,,,,,,0.28,Road crust,31.27926826,76.76141394,Self Visit,,
77,Bilaspur,Excessive Rain,26-07-2025,Chharol(Sub-divn. no-3),CHHAROL,Roads,National Highway No.205 ,11,Major District Road,Black Top,,105/ to 116/00,2000,,2000,,,,,,,,,,,,,0.5,Road crust ,31.226493,76.77674435,Self Visit,,
78,Bilaspur,Landslide,01-09-2025,Kalol(Kalol),Dhani ,Roads,Marotan to Dhani ROAD,8,Village Road,Black Top,,5/910: 5/810: 5/420/: 5/270: 5/090/ : 4/680: 4/510: 4/370:: 4/120:: 4/090:: 3/910:: 2/340::0/720,530,410,120,Totally Damaged,30,Minor Damage,20,,,,,,,Totally Damaged,530,15,,31.282524,76.651934,Self Visit,,
79,Bilaspur,Excessive Rain,02-08-2025,Deoth(Sub-divn. no-3),Methi ,Roads,Deoth Lagghat Jamli Road,13.18,Village Road,Black Top,,RD 6/575 to 6/600,25,25,0,,,Severely Damaged,25,,,,,,,Severely Damaged,25,2.5,"Road Crust ,Slips &B/wall",31.23781332,76.79639994,Self Visit,,
80,Bilaspur,Landslide,02-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/150 to 0/190,40,40,0,,,,,,,,,,,Severely Damaged,150,0.5,,31.374852,76.600224,Self Visit,,
81,Bilaspur,Excessive Rain,01-08-2025,Kalol(Kalol),Salwad,Roads,Salwad to Balh chalog road,5,Village Road,Black Top,,0/00 to 0/300,300,300,0,Minor Damage,8,,,,,,,,,Severely Damaged,300,3,,31.287379,76.666839,Self Visit,,
82,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Bharolikallan,Roads,BBC ROAD,7,Village Road,Black Top,,23/00 to 24/00,800,800,0,,,,,,,,,,,Severely Damaged,800,1.7,Road side berms damaged bw km 23/00 to 24/00,31.381259,76.572946,Self Visit,,
83,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Bharolikallan,Roads,BBC ROAD,7,Village Road,Black Top,,22/00 to 23/00,850,850,0,,,,,,,,,,,Severely Damaged,850,2,Road side berms damaged bw km 22/00 to 23/00,31.373898,76.5778,Self Visit,,
84,Bilaspur,Excessive Rain,01-08-2025,Kalol(Kalol),Sanihra,Roads,BBC ROAD,7,Village Road,Black Top,,24/100 to 24/100,60,60,0,Totally Damaged,60,,,,,,,,,Totally Damaged,150,13.5,,31.385405,76.56752,Self Visit,,
85,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Kalol,Roads,BJSM ROAD,20,Village Road,Black Top,,4/205,280,280,0,,,Minor Damage,20,,,,,,,Severely Damaged,300,4,,31.2104,76.3619,Self Visit,,
86,Bilaspur,Excessive Rain,01-08-2025,Kalol(Kalol),Bharolikallan,Roads,Bharolikallan to bharolikhurd,3,Village Road,Black Top,,0/570 to 0/630,60,60,0,,,,,,,,,,,Totally Damaged,60,3.5,,31.374602,76.579708,Self Visit,,
87,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Salwad,Roads,Buhad to malhot,5.79,Village Road,Water Bound Macadem,,5/500 to 5/790,290,,290,,,Minor Damage,10,,,,,,,Severely Damaged,290,1.3,Minor slips and road side berms damaged,31.2838,76.655315,Self Visit,,
88,Bilaspur,Landslide,01-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,3/610 to 3/700,90,,0,,,,,,,,,,,Totally Damaged,90,1,,31.285154,76.65369,Self Visit,,
89,Bilaspur,Landslide,29-07-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/110 to 5/130,20,20,0,,,Severely Damaged,15,,,,,,,Severely Damaged,0,3.5,,31.280474,76.651006,Self Visit,,
90,Bilaspur,Excessive Rain,01-08-2025,Buhad(Kalol),Kosriyan,Roads,Jaddu to Badgaun gallu,19,Village Road,Black Top,,7/830,20,20,0,Totally Damaged,20,,,,,,,,,Minor Damage,150,10,,31.404898,76.519118,Self Visit,,
91,Bilaspur,Excessive Rain,03-09-2025,Buhad(Kalol),Dudiyan,Roads,Theh  Buhad ,14,Village Road,Black Top,,,10,10,0,Minor Damage,10,,,,,,,,,Minor Damage,20,2,Landslides ,31.347807,76.589927,Self Visit,,
92,Bilaspur,Excessive Rain,02-08-2025,Kothipura(Sub-divn. no-3),Rajpura and Kachouli ,Roads,Rajpura to Chilla Charanmore Road ,5.21,Village Road,Black Top,,RD 0/225 to 0/315,90,90,0,,,,,,,,,,,,,1.5,Road Cust &Slips ,31.27210436,76.78808449,Self Visit,,
93,Bilaspur,Excessive Rain,11-08-2025,Buhad(Kalol),Kosherian,Roads,JADDU KOSHERIAN,14.3,Village Road,Black Top,,5/025,10,10,0,,,Totally Damaged,10,,,,,,,Minor Damage,20,2,Landslides ,31.39608,76.530205,Self Visit,,
94,Bilaspur,Landslide,29-07-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,1/550 to 1/580,30,30,0,,,,,,,,,,,Totally Damaged,70,3.5,,31.305049,76.639036,Self Visit,,
