S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11.0,116671.0,zenith corporation,INR,1.0,11,116208,jindsurgicals,03-Mar-2021 04:53 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12.0,116672.0,K.S. SURGICAL PVT. LTD.,INR,1.0,12,116520,Kishan Chand And Sons,10-Mar-2021 04:01 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13.0,116676.0,M/S ANAMIKA UDYOG,INR,1.0,13,116672,K.S. SURGICAL PVT. LTD.,10-Mar-2021 02:28 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14.0,116679.0,Poly Medicure Ltd.,INR,1.0,14,116573,LIFE LINE SURGICHEM INDIA PRIVATE LIMITED,11-Mar-2021 01:50 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15.0,116681.0,PLASTI SURGE INDUSTRIES PVT LTD,INR,1.0,15,116388,MEDICAP HEALTHCARE LTD,09-Mar-2021 05:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,116319,Medisafe International,11-Mar-2021 11:25 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,116309,MEGHA INTERNATIONAL,11-Mar-2021 12:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,18,116676,M/S ANAMIKA UDYOG,11-Mar-2021 10:29 AM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,19,116678,M/S JAIN HOMETEX,11-Mar-2021 11:04 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,116585,M/s Sterimed Medical Devices Pvt Ltd,11-Mar-2021 01:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,116677,M/s Sterimed Surgicals India Pvt Ltd,11-Mar-2021 01:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,116684,NANDANI CREATION LIMITED,11-Mar-2021 01:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,116633,OM SURGICAL INDUSTRIES,10-Mar-2021 05:15 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,116703,Paramount Surgimed Limited,11-Mar-2021 10:57 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,116705,Piramal Nextgen Industries Private Limited,11-Mar-2021 11:03 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,116681,PLASTI SURGE INDUSTRIES PVT LTD,11-Mar-2021 01:46 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,27,116216,POLAR INDUSTRIAL CORPORATION,07-Mar-2021 09:27 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,28,116679,Poly Medicure Ltd.,10-Mar-2021 04:59 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,29,116572,PRIMEWEAR HYGINE (INDIA) PRODUCT LIMITED,11-Mar-2021 01:44 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,30,116695,Roche Diabetes Care India Private Limited,11-Mar-2021 01:43 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,31,116630,R. S. Industries,11-Mar-2021 01:25 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,32,116462,SAFE SURGICAL INDUSTRIES,08-Mar-2021 04:47 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,33,116217,SD Biosensor Healthcare Pvt. Ltd.,11-Mar-2021 12:37 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,34,116673,Select Poly Products Private Limited,10-Mar-2021 03:02 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,35,116280,"Sensa Core Medical Instrumentation Pvt. Ltd.,",10-Mar-2021 03:24 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,36,116542,SHREE RADHE HYGIENE PRODUCTS PVT LTD,11-Mar-2021 11:28 AM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,37,116397,SJD SURGICOT PVT LTD,09-Mar-2021 05:36 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,38,116538,SUN SYNDICATE INDUSTRIES PVT LTD,07-Mar-2021 09:58 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,39,116534,THE SWASTIK PHARMACEUTICALS,10-Mar-2021 04:07 PM,Rejected-AOC,REJECTED,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,40,116516,VEDA FARM IMPLEMENTS PRIVATE LIMITED,08-Mar-2021 12:57 PM,Rejected-Finance,No L1 Rate,31-May-2021 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,41,116687,VIKAMSHI FABRICS PVT LTD,10-Mar-2021 09:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2021 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,42,116671,zenith corporation,10-Mar-2021 09:18 PM,Accepted-AOC,L1,23-Sep-2021 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
