,erosion,District,Details,Date
10,,Kokrajhar,"(Kokrajhar) At District - KHUTAMARI | WEST GARDENPUR | BOSHGAON | JOYBHUM | MAGURMARI | AS REPORTED BY EE WR KOKRAJHAR DIVISION ON 29-06-2022 1. RIVER BANK EROSION OBSERVED AT VILLAGE KHUTAMRI, NAMAPARA REACH LENGT 300M ON L/B OF RIVER GAURANG. 2. RIVER BANK EROSION OBSERVED AT VILLAGE WEST GARDENPUR REACH LENGTH 500M, WEST GARDENPUR SC BASTI REACH LENGTH 400M ON R/B AND OLD KHAGRABARI REACH LENGTH 300M ON L/B OF RIVER GARUPHELLA 3. RIVER BANK EROSION OBSERVED AT VILLAGE BOSHGAON REACH LENGTH 300M ON L/B OF RIVER JANALI 4. RIVER BANK EROSION OBSERVED AT VILLAGE JOYBHUM OF RIVER TARRANG 5. RIVER BANK EROSION OBSERVED AT VILLAGE MAGURMARI ON L/B OF RIVER HEL | 0",02-07-2022
11,,Lakhimpur,"Kadam - Kakoi Rajgarh | Approximately 0.267 Hect. of land eroded by the River Kakoi at Kakoi Rajgarh Jaluabasti, informed by the concerned LM, dated 02/07/2022 | 0,  Dhakuakhana - Gudan-Takarchuk area | Severe bank erosion observed at Gudan Takarchuk area by River Brahmaputra since 30th June, 2022. (Length: 200 M). Report submitted by Dhakuakhana Water Resource Division. | 0",02-07-2022
12,,Majuli,"Majuli - 1. Kulamora village, 2. Jamudchuk, 3. Namoni Balijokaibowa | Bank erosion place at 3 Nos. of Un-Embankment on dtd.02-07-2022 1. Kulamora Lat=27.044917, Lon=94.205948, Affected Reach Length- 1.7 Km 2. Jamudchuk Lat=27.047536, Lon=94.229445, Affected Reach Length- 1.9 Km 3. Namoni Balijokaibowa Lat=27.031121 Lon=94.187696, Affected Reach Length- 1.8 Km | 0,  Ujani Majuli - 1. Jengerai Balichapori, 2. Ratanpur Miri Kuli gaon, 3. Kumarbari | Bank erosion took places at 3 Nos of Un-Embankment on dtd. 02-07-2022 1. Jengerai Balichapori Lat=27.070668, Long=94.225533; Affected Reach Length- 1.9 Km 2. Ratanpur Miri Kuli gaon Lat=27.100054 Long=94.39476; Affected Reach Length- 2.0 Km 3. Kumarbari Lat=27.084195 Lon=94.293242; Affected Reach Length- 1.8 Km | 0",02-07-2022
13,,Morigaon,"Laharighat - Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources dept on 02-06-2022,erosion is observed in areas like Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori with maximum erosion of 0 m in Leruamukh, 0 m in Goroimari PWD road , 2 m in Bhajaikhati gaon & 2 m in Barchapori | 0",02-07-2022
14,,Nagaon,"Dhing - BIRINGABARI RETIREMENT EMBANKMENT AT GATIKORA AREA | AS REPORTED BY SECTION OFFICER, DHING - II SECTION, NAGAON W.R. DIVISION ON 01.02.2022, THE BIRINGABARI EMBANKMENT HAS ALREADY BEEN ERODED FOR A REACH OF 150M DUE TO ACTIVE EROSION. RESTORATION WORK STATRED TO PROTECT THE EMBANKMENT. | 0",02-07-2022
15,,Nalbari,Paschim Nalbari - Nadla | Erosion at left L/B of River Burhadia. Information received from Water Resource Department on 01/07/2022 | 0,02-07-2022
16,,Sivasagar,"Sivsagar - Rupahimukh | Erosion of Telidunga to Rupahimukh MGNREGA Road near 528 Nos. Baligaon LP School, Rupahimukh of Jokaichuk Mouza under Sivasagar Revenue Circle on 02-07-2022 as report received from Zilla Parishad, Sivasagar. | 0,  Amguri - Dum Gaon of Dupdor Mouza, Baruah Ali GP | A portion of appx. 20 feets of Borshilla Noi (Jaan) right Bank has been washed away due to heavy rain at Dum gaon under Baruah Ali GP of Amguri Development block. Erosion occurred form 25.06.22 | 0",02-07-2022
17,,Tamulpur,"Tamulpur - Vill- Baraliapar , Vill-2 no Dongargaon | As report recieved on dated 02-07-2022, Erosion takes places on L/B of river Baralia. .Affected length 2000m.(Long-91.612914 Lat-26.560815) As report recieved on dated 02-07-2022, erosion takes places on No 2 Dongargaon. Affected length 80m.(Long-91.696801 Lat-26.770812),L/B of River Barnadi,. | 0",02-07-2022
18,,Tinsukia,"Sadiya - koilabasti | 2. Active erosion is reported from Koilabasti area by Kundil river. Reported by concern Gaonpradhan. 27°50'48.8""N, 95°42'45.2""E. Stretch area 10m. From date 30/7/2022 to 02/07/2022. | 0",02-07-2022
19,,Udalguri,"Khairabari - 1. Rupakhat, 2. Udmari, 3. Bogpuri, 4. Kacharipara | 1. Erosion occured on the R/B of Nonai River at Rupakhat for length of 450M. Date: 01.05.2022. GPS: Lat-26.383634 Long- 91.541760. Population affected: 100 (approx.) 2. Severe erosion is found at Udmari village by Kalpani River near Upen Boro's paddy field. Date: 01.07.2022. Length: 100M (approx.). GPS: Lat- 26.644265 Long- 91.848288 Population affected: 60 (approx.) 3. Severe gully erosion occured at Bogpuri Village by Kalpani River near Rupa Boro's paddy fiels. Date: 01.06.2022 GPS: Lat- 26.638054 Long- 91.847126. Population affected: 50 (approx.) 4. Severe gully erosion is continuing at Kacharipara village near Bireswaer Deka's Paddy field. Date: 01.06.2022. GPS: Lat- 28.655065 Long: 91.773968. Length: 100 M (approx.). Population affected: 200 (Approx.) | 0,  Harisinga - Amlaiguri Ghagra | Erosion continuing at Amlaiguri, Ghagra R/B 600m of Bhorla river . From 17th June to 01 July 2022 | 0,  Kalaigaon - Uttar Bokrajhar | Severe erosion on L/B of river Kulshi due to heavy current of the river as reported on 02/07/2022 covering a length of 310 meters | 40",02-07-2022
