Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11.0,60734.0,M/S A.D Enterprise,INR,2200000.0,,,,,,,,,,,,,,,,,,,11,60774,MS Mayur Pharmaceuticals,24-Jun-2019 01:59 PM,Rejected-Finance,Financially Non-Responsive,12-Jul-2019 11:48 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12.0,60736.0,SANYUG ENTERPRISE,INR,1900000.0,,,,,,,,,,,,,,,,,,,12,60685,M/S RASHMITA DRUGS AND SURGICALS,21-Jun-2019 02:16 PM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13.0,60739.0,MAINDEOR ENTERPRISE,INR,1500000.0,,,,,,,,,,,,,,,,,,,13,60770,M/S. SISIR PHARMACEUTICALS,24-Jun-2019 01:15 PM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14.0,60742.0,INDO CONS AGE SERVICES,INR,2300000.0,,,,,,,,,,,,,,,,,,,14,60756,M/s Town Drugs,24-Jun-2019 06:54 AM,Rejected-Finance,Financially Non-Responsive,12-Jul-2019 11:48 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15.0,60766.0,SDB AGROCHEM,INR,180000.0,,,,,,,,,,,,,,,,,,,15,60624,National Meditek,24-Jun-2019 12:03 PM,Rejected-AOC,Not Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16.0,60770.0,M/S. SISIR PHARMACEUTICALS,INR,2700000.0,,,,,,,,,,,,,,,,,,,16,60725,P.D. Associates,22-Jun-2019 08:53 PM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,60776,REMIX INDIA,24-Jun-2019 01:52 PM,Rejected-Technical,Technically Rejected,05-Jul-2019 04:08 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,60146,SAFECON LIFESCIENCES,24-Jun-2019 01:17 PM,Rejected-AOC,Not awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,60736,SANYUG ENTERPRISE,24-Jun-2019 01:53 AM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,60766,SDB AGROCHEM,24-Jun-2019 01:00 PM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,60522,THE HIMALAYA DRUG COMPANY,19-Jun-2019 09:41 AM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,60270,Vetoquinol India Animal Health Pvt Ltd,17-Jun-2019 12:34 PM,Rejected-Technical,Technically Rejected,05-Jul-2019 04:08 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,60317,Woonmilon,21-Jun-2019 04:46 PM,Accepted-AOC,Awarded,19-Jul-2019 10:58 AM,,,,,,,,,,,AOC
