Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
,,,,,,15.0,121135.0,Centurion Remedies Pvt. Ltd,INR,1.0,,,,,,,,,,,,,,,,,,,15,121135,Centurion Remedies Pvt. Ltd,13-Aug-2021 10:21 AM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16.0,121155.0,NATCO PHARMA LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,16,121179,CIPCO PHARMACEUTICALS,12-Aug-2021 05:58 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17.0,121159.0,MAAN PHARMACEUTICALS LTD.,INR,1.0,,,,,,,,,,,,,,,,,,,17,120930,CMG BIOTECH PVT. LTD.,09-Aug-2021 10:56 AM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18.0,121169.0,Beta Drugs Limited,INR,1.0,,,,,,,,,,,,,,,,,,,18,120967,Coral Laboratories Ltd,09-Aug-2021 04:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Sep-2021 05:53 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19.0,121182.0,ABBOTT INDIA LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,19,120958,EASTERN HEALTHCARE,11-Aug-2021 04:54 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20.0,121186.0,UNICURE INDIA LTD,INR,1.0,,,,,,,,,,,,,,,,,,,20,121090,FDC LIMITED,11-Aug-2021 12:24 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21.0,121226.0,SAMARTH LIFE SCIENCES PVT. LTD.,INR,1.0,,,,,,,,,,,,,,,,,,,21,121168,Geno Pharmaceuticals Pvt Ltd,12-Aug-2021 04:08 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22.0,121233.0,SCOTT EDIL ADVANCE RESEARCH LABORATORIES AND EDUCATION LTD,INR,1.0,,,,,,,,,,,,,,,,,,,22,121044,Globela Pharma Pvt. Ltd.,13-Aug-2021 12:42 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23.0,121253.0,OM BIOMEDIC PVT. LTD.,INR,1.0,,,,,,,,,,,,,,,,,,,23,121254,HEALERS LAB,13-Aug-2021 12:57 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24.0,121260.0,BDR PHARMACEUTICALS INTL PVT. LTD.,INR,1.0,,,,,,,,,,,,,,,,,,,24,121025,HINDUSTAN LABORATORIES LIMITED,10-Aug-2021 02:17 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,121123,JACKSON LABORATORIES PVT LTD,11-Aug-2021 04:48 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,120959,Lupin Limited,11-Aug-2021 03:00 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,121159,MAAN PHARMACEUTICALS LTD.,12-Aug-2021 11:25 AM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,121048,Macleods Pharmaceuticals Ltd.,13-Aug-2021 01:13 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,121247,MARC LABORATORIES LTD.,13-Aug-2021 12:36 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,121029,MASCOT HEALTH SERIES PRIVATE LIMITED,13-Aug-2021 11:05 AM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,121100,MAXMED LIFE SCIENCES PVT LTD,11-Aug-2021 01:40 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,121121,Micron Pharmaceuticals,12-Aug-2021 04:57 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,121111,MJ BIOPHARM PVT LTD,13-Aug-2021 10:28 AM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,121174,MODERN LABORATORIES,12-Aug-2021 01:57 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,121176,NANDANI MEDICAL LABORATORIES PVT. LTD.,12-Aug-2021 02:06 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,121155,NATCO PHARMA LIMITED,12-Aug-2021 09:33 AM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,121085,NECTAR LABORATORIES PRIVATE LIMITED,11-Aug-2021 11:42 AM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,120812,Nestor Pharmaceuticals Ltd.,07-Aug-2021 03:34 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,120935,Novartis Healthcare Pvt.Ltd,09-Aug-2021 11:28 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Sep-2021 05:53 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,121253,OM BIOMEDIC PVT. LTD.,13-Aug-2021 01:50 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,121002,Optimus Pharma Private Limited,13-Aug-2021 01:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Sep-2021 05:53 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,120931,Protech Telelinks,12-Aug-2021 04:39 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,121231,Psychotropics India Limited,12-Aug-2021 07:04 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,120811,PURE AND CURE HEALTHCARE PVT LTD,10-Aug-2021 12:42 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,121094,RUSAN PHARMA LTD,11-Aug-2021 12:13 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,121052,saar biotech,11-Aug-2021 11:36 AM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,121241,SAFE PARENTARALS PRIVATE LIMITED,13-Aug-2021 12:59 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,120976,SAI PARENTERALS PRIVATE LIMITED,13-Aug-2021 01:48 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,121226,SAMARTH LIFE SCIENCES PVT. LTD.,12-Aug-2021 05:29 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,121233,SCOTT EDIL ADVANCE RESEARCH LABORATORIES AND EDUCATION LTD,12-Aug-2021 07:39 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,120813,SCOTT EDIL PHARMACIA LTD,12-Aug-2021 06:36 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,120971,SHAMSHREE LIFESCIENCES LIMITED,13-Aug-2021 01:10 PM,Accepted-AOC,L,24-Feb-2022 04:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,121243,SHRINIVAS (GUJARAT) LABORATORIES PVT. LTD.,13-Aug-2021 01:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Sep-2021 05:53 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,121188,Super Formulations Pvt Ltd,12-Aug-2021 03:52 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,120807,Swiss Garnier Life Sciences,07-Aug-2021 02:17 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,121172,Theon Pharmaceuiticals Limited,12-Aug-2021 01:45 PM,Rejected-Finance,Higher Rate,27-Sep-2021 05:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,121006,ULTRA DRUGS PRIVATE LIMITED,13-Aug-2021 01:40 PM,Not Admitted-Fee/PreQual/Technical,Others- hard copies of Technical bids not submitted,10-Sep-2021 05:53 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
