Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,58414,NORTH EAST ENTERPRISE,15-Mar-2019 12:29 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,02-Apr-2019 10:40 AM,,,,,,,,,,,,,,,,,,,11.0,58369.0,ANKUR DULALUDDIN NOBI JV,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,12,58221,Pradip Kumar Agarwalla,15-Mar-2019 10:35 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,12.0,58375.0,Ashok Kumar Jain,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,13,58224,Rabindra Chhawchharia,15-Mar-2019 10:22 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,13.0,58378.0,Akhil Kumar Jain,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,14,58364,Ram Chandra Agarwalla,14-Mar-2019 11:54 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,14.0,58389.0,Krishna Kanta Das,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,15,58264,Rizwan Ansari,13-Mar-2019 08:41 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,15.0,58406.0,KAILASH CHAND BAGRA,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,16,58418,RUPAM BHUYAN,15-Mar-2019 01:17 PM,Not Admitted-Fee,Fee not received,01-Apr-2019 12:18 PM,,,,,,,,,,,,,,,,,,,16.0,58408.0,M/S. M.P. AGARWALLA,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,17,58187,S.A. ENTERPRISE,12-Mar-2019 08:04 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,18,58280,Sanjib Boruah,13-Mar-2019 11:13 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,19,58288,SOMESWAR DAS,14-Mar-2019 12:12 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,20,58333,UTTAM BORAH,14-Mar-2019 06:12 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
