Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,11.0,165655.0,Classic Agricon,INR,"3,061.08",,,,,,11,163463,HARVEL AGUA INDIA PRIVATE LIMITED,02-Jul-2020 01:04 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12.0,165681.0,M/S Sai Steel Co and Consultants,INR,"3,061.08",,,,,,12,165744,HIGH ALTITUDE CONSTRUCTION PVT. LIMITED.,02-Jul-2020 07:17 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13.0,165683.0,manjushree agrotech,INR,"3,061.08",,,,,,13,165677,HIMALAYAN FLORA,02-Jul-2020 01:13 PM,Rejected-Finance,did not agree on negotiated rated,17-Dec-2020 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14.0,165705.0,Anahita Broadway Services,INR,"3,061.08",,,,,,14,165494,Him Green AGRO,30-Jun-2020 07:30 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15.0,165712.0,Jeet Water Bank,INR,"3,061.08",,,,,,15,165629,HI TECH WATER SOLUTION,01-Jul-2020 06:47 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16.0,165721.0,dhauladharagritech,INR,"3,061.08",,,,,,16,165575,IRRE FUTABLE WELDING CONSUMABLE,03-Jul-2020 11:53 AM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17.0,165733.0,Anil Kumar Kaushal,INR,"3,061.08",,,,,,17,165712,Jeet Water Bank,02-Jul-2020 03:38 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18.0,165740.0,Star Agricare,INR,"3,061.08",,,,,,18,165683,manjushree agrotech,02-Jul-2020 01:46 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19.0,165744.0,HIGH ALTITUDE CONSTRUCTION PVT. LIMITED.,INR,"3,061.08",,,,,,19,165664,M/S GREEN TUNNEL,02-Jul-2020 10:42 AM,Rejected-Finance,did not agree on negotiated rated,17-Dec-2020 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20.0,165762.0,Dev Bhoomi Green House Solutions,INR,"3,061.08",,,,,,20,165681,M/S Sai Steel Co and Consultants,02-Jul-2020 12:01 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,21,164776,PIONEER AGRITECH SOLUTIONS PVT LTD,01-Jul-2020 02:51 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,22,165411,PUSHPENDER VERMA,02-Jul-2020 04:16 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,23,164931,Sheel Biotech Limited,03-Jul-2020 12:48 PM,Rejected-Finance,did not agree on negotiated rated,17-Dec-2020 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,24,165018,shivalik agroengineers,27-Jun-2020 11:36 AM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,25,165723,SOLAR DHARA TECHNOLOGIES,02-Jul-2020 04:36 PM,Rejected-Technical,Reject for short documents,10-Jul-2020 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,26,165740,Star Agricare,02-Jul-2020 06:07 PM,Accepted-AOC,Per square meter quoted amount for construction of playhouses,17-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,27,164824,Swati Industries,25-Jun-2020 07:44 PM,Rejected-Finance,did not agree on negotiated rated,17-Dec-2020 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
