Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,11,15671,Enarch Consultants Pvt Ltd,08-Aug-2017 02:11 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,12,16443,Engineering Projects (India) Ltd.,24-Aug-2017 07:43 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,13,16364,Ernst and Young LLP,24-Aug-2017 06:21 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,14,16349,Hindustan Prefab Limited,24-Aug-2017 11:48 AM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,15,16066,KICONS LTD,22-Aug-2017 02:13 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,16,16389,Kothari Associates Pvt. Ltd.,23-Aug-2017 12:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,17,16437,MMS Advisory Private Limited,24-Aug-2017 05:01 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,18,16442,NITCON,24-Aug-2017 08:02 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,19,16396,PricewaterhouseCoopers Private Limited,25-Aug-2017 10:25 AM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,20,15743,PROFILE INDIA DEVELOPMENT,12-Aug-2017 06:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,21,16122,Redwood Planning and Construction Private Limited,18-Aug-2017 03:57 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,22,16406,RITES LIMITED,23-Aug-2017 04:43 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,23,16432,TATA CONSULTING ENGINEERS LIMITED,24-Aug-2017 04:00 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,24,15940,Telecommunications Consultants India Limited,16-Aug-2017 02:14 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,25,16439,TransBiz Associates Pvt Ltd,24-Aug-2017 06:25 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,26,16420,Uttar Pradesh Rajkiya Nirman Nigam Limited,25-Aug-2017 09:04 AM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,27,16435,Voyants Solutions Private Limited,24-Aug-2017 06:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,28,16404,WAPCOS Limited,24-Aug-2017 02:26 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
