0,1,2,3,4,5,6,7,8,9,10
,Darrang,230,181,241,652,"( Dalgaon | 272 ), ( 
Patharighat | 6 ), ( 
Mangaldoi | 374 )",,51.00,"( Dalgaon | 51.00 ), ( 
Patharighat | 0.00 ), ( 
Mangaldoi | 0.00 )",
,Dhemaji,45,43,13,101,( Dhemaji | 101 ),,10.00,( Dhemaji | 10.00 ),
,Dibrugarh,1567,1240,1050,3857,"( Dibrugarh West | 0 ), 
( Chabua | 3857 )",,170.50,"( Dibrugarh West | 
54.00 ), ( Chabua | 
116.50 )",
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,38.00,( Bokakhat | 38.00 ),
,Hojai,0,0,0,0,"( Hojai | 0 ), ( Doboka | 
0 ), ( Lanka | 0 )",,343.26,"( Hojai | 279.60 ), ( 
Doboka | 37.00 ), ( 
Lanka | 26.66 )",
,Lakhimpur,12221,12094,960,25275,"( Nowboicha | 25097 ), 
( Narayanpur | 178 )",,0.00,"( Nowboicha | 0.00 ), ( 
Narayanpur | 0.00 )",
,Nagaon,0,0,0,0,( Raha | 0 ),,585.72,( Raha | 585.72 ),
,Nalbari,7,5,8,20,( Tihu | 20 ),,8.00,( Tihu | 8.00 ),
,Sonitpur,29,23,0,52,"( Dhekiajuli | 52 ), ( 
Chariduar | 0 ), ( 
Tezpur | 0 )",,31.20,"( Dhekiajuli | 0.00 ), ( 
Chariduar | 16.00 ), ( 
Tezpur | 15.20 )",
,Tinsukia,985,848,833,2666,( Tinsukia | 2666 ),,238.00,( Tinsukia | 238.00 ),
,Udalguri,112,92,20,224,"( Udalguri | 0 ), ( 
Harisinga | 215 ), ( 
Kalaigaon | 9 )",,9.00,"( Udalguri | 0.00 ), ( 
Harisinga | 0.00 ), ( 
Kalaigaon | 9.00 )",
,Total,15446,14751,3215,33412,,,1510.98,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Biswanath,2,0(Gohpur | 0),,,,2(Gohpur | 2),,,
,Lakhimpur,13,"0(Nowboicha | 0, Narayanpur | 0)",,,,"13(Nowboicha | 11, Narayanpur | 2)",,,
,Udalguri,2,"1(Kalaigaon | 1, Harisinga | 0)",,,,"1(Kalaigaon | 0, Harisinga | 1)",,,
,Total,17,1,,,,16,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Udalguri,9,"(Harisinga | 0), (Udalguri | 0), 
(Kalaigaon | 9)",,,4,4,0,1,0
,Total,9,,,,4,4,0,1,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Biswanath,2791,1945,846,0,,,,,
,Darrang,3563,1797,1307,459,,,,,
,Dibrugarh,5368,4418,950,0,,,,,
,Lakhimpur,8398,5185,3213,0,,,,,
,Udalguri,285,242,0,43,,,,,
,Total,20405,13587,6316,502,,,,,
"Animals 
Washed 
Away","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Darrang,21,21,0,0,,,,,
,Total,21,21,0,0,,,,,
"Houses 
Damaged","District/Sub
-division*","Fully 
Kucch
a","Fully 
Pukka","Fully 
Total","Others 
Partially 
Partially 
Partially 
Others 
Others 
Cattle 
Kuccha 
Pukka 
Total 
Huts 
Total 
Shed",,,,,
,Lakhimpur,"0 
0 
0",,,5,0,5,0,0,0
,Total,"0 
0 
0",,,5,0,5,0,0,0
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Biswanath,,,,0,0,0,0,0,1
,Dibrugarh,"NDRF, SDRF",,,5,7,0,0,0,0
,Lakhimpur,,,,0,0,0,0,0,3
,Total,,,,5,7,0,0,0,4
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Biswanath,0.00,0.00,0.00,0.00,0.00,0.00,600.00,,
,Lakhimpur,409.96,75.82,22.75,2275.00,0.00,0.00,54.69,,
,Udalguri,3.60,0.65,0.19,19.35,0.00,0.00,13.80,,
,Total,413.56,76.47,22.94,2294.35,0.00,0.00,668.49,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,
,Lakhimpur,0.00-Q,,"432.00-Pkt, 0.00-Q",,,,,,
,Udalguri,0.00-Q,,0.00-Q,,"Sanitary Napkin-50.00-Pkt; Match box-5.00-Pkt; Candle -
45.00-Pkt; 0-0.00-Q",,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Breached",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Biswanath,3,"Gohpur - Bank Erosion is observed R/Bank embankment of river Solengi. | at Dakhin Deonabari of 
length 30 mtr on 18/06/23 | | (Long - 93.643767, Lat - 26.913720, Dept - --Select Department--),  
Mild bank erosion is observed on R/Bank of river Sessa. | at Gopsarguri marginal embankment of 
length 120 mtr on 18/06/23 | | (Long - 93.716944, Lat - 26.979166, Dept - Water Resource Deptt.),  
Mild bank Erosion is observed on R/Bank of river Sessa | at Baligaon mmginal embankment near 
Gopsarguri area of length 100 mtr on 18/06/23 | | (Long - 93.712256, Lat - 26.989844, Dept - Water 
Resource Deptt.)",,,,,,,
,Lakhimpur,1,"Nowboicha - Pabha River Bund | Mohghuli Borgola | 10 Mtr. eroded on 17.06.2023 at Pabha River 
Bund from Shoniboria Bazar to Ruhul Chuburi MGNREGA 15-16 under BMP GP. Report received 
from Karunabari Block Dev. Office | (Long - 27.063610, Lat - 94.039671, Dept - P&RD)",,,,,,,
,Total,4,,,,,,,,
"Infrastructur
e Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Cachar,7,"Silchar - Badri Bridge Approach Road | Badripar | Badri Bridge Approach Road have been 
submerged and damaged due to incessant rain for the last few days, as per report received from 
PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads)),  
Udharbond - T-01 TO BHOLA PUNJEE | BHOLA PUNJEE | T-01 TO BHOLA PUNJEE AT CH. 
500.00M. CH. 700.00M, CH. 4300.00M & CH.4500.00M (PKG. NO. AS-03-164) IN 
STRETCHES road have been submerged and damaged due to incessant rain for the last few days, 
as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD | PAILAPOOL 
KUMARCHERRA | PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD 
(PKG. NO. AS-03-110) IN STRETCHES have been submerged and damaged due to incessant rain 
for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, 
Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
S.K. ROAD TO KULICHERRA | KULICHERRA | S.K. ROAD TO KULICHERRA AT 4TH KM. 
have been submerged and damaged due to incessant rain for the last few days, as per report received 
from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads)),  
TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM | TIKALPAR 
| TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM AT CH. 
500.00M. CH. 600.00M PKG. NO. AS-03-269 have been submerged and damaged due to incessant 
rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road",,,,,,,
,,,"Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
DUMURGHAT GUABARI ROAD | DUMURGHAT GUABARI | DUMURGHAT GUABARI 
ROAD (EROSIION AT APPROACH TO BR. NO. 4/2) have been submerged and damaged due to 
incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) 
Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
GHUNGOORBOND PAKURPAR ROAD | GHUNGOORBOND PAKURPAR | 
GHUNGOORBOND PAKURPAR ROAD (EROSIION AT APPROACH TO BR. NO. 2/3) have 
been submerged and damaged due to incessant rain for the last few days, as per report received 
from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads))",,,,,,,
,Dhemaji,1,"Jonai - PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G. 100 meters damaged 
from Ch.1200.00M to Ch.1300.00M by Seren River on 16/6/2023. | From Ch.1200.00M to 
Ch.1300.00M | PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G was partially 
damaged in a length of 100 meters from Ch.1200.00M to Ch.1300.00M by Seren River on 
16/6/2023. | (Long - 94.540000, Lat - 27.430000, Dept - PWD (Roads))",,,,,,,
,Goalpara,1,"Matia - Approach road of Jinari FIS | Harimura | Damaged from Ch. 130m to Ch.270 m on 
17/06/2023 as reported by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 
90.653881, Lat - 26.089609, Dept - Irrigation)",,,,,,,
,Lakhimpur,2,"Nowboicha - NH-15 to Haripur Balitika | Phukan Doloni | Road from NH-15 at Raj Ali to Haripur 
Balitika submerged from CH:1650m to CH: 6700m and breached occurred at 3520m, depth of 
water average 0.60 on 17.06.2023. Report received from PWD (Roads) | (Long - 27.132961, Lat - 
94.001938, Dept - PWD (Roads)),  
Konwarpur to Raj Ali connecting Road | Konwarpur | Konwarpur to Raj Ali connecting Road water 
submerged at about 40 mtr, culvert approach damaged on 17.06.2023. Report received from 
Nowboicha Block Dev. Office | (Long - 27.101067, Lat - 94.124534, Dept - P&RD)",,,,,,,
,Nagaon,2,"Kampur - Road from Garukhunda to Natun Garukhunda (PMGSY Pkg No. AS-19-549) | 
Garukhunda to Natun Garukhunda | On dated 17.06.2023 Road from Garukhunda to Natun 
Garukhunda (PMGSY Pkg No. AS-19-549): Affected Length approx. L=500.00m. The road 
belongs to Raha Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
Road from Paschim Kawoimari to Bishnupuri Than | Paschim Kawoimari to Bishnupuri Than | On 
dated 17.06.2023 Road from Paschim Kawoimari to Bishnupuri Than affected length approx. 
L=400.00 m under Kampur Revenue Circle. The road belongs to Raha Territorial Road Sub 
Division. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Tamulpur,6,"Goreswar - Goreswar Khoirabari Road | Village Rangmahal | As per report received from the AEE 
PWD Goreswar Rural road subdivision, at village Rangmahal road embankment with hardcrust got 
eroded approx length 4km dated 17/06/23. | (Long - 91.747726, Lat - 26.548997, Dept - PWD 
(Roads)),  
Tamulpur - T01 to Hortola(Patkijuli paharpur Road) | Paharpur | Due to flash flood, roads from 
T01 to Hortola (Patkijuli paharpur Road) Package no. AS-24-189(Culvert No 3/1, 4/1 got damaged 
on 17 June 2023 | (Long - 91.466044, Lat - 26.783279, Dept - PWD (Roads)),  
Suhagpur Banguri road | Ulubari | Due to flash flood and heavy rainfall, roads from Suhagpur 
Banguri Road(Package no AS-24-103)RCC BR No. 3/1 Approcha road got damaged on 17 June 
2023 | (Long - 91.577636, Lat - 26.250126, Dept - PWD (Roads)),  
Ikrabil Chowk to dr. Ambedkar Road | Ikrabil Nagrijuli | Due to flash flood and heavy rainfall, road 
got damaged from Ikrabil Chowk to dr. Ambedkar road on 17 June 2023 | (Long - 91.655479, Lat - 
26.739820, Dept - PWD (Roads)),  
HPC (4TW ROW) at Hastinapur via on UT Road to Bogamati SSB Camp road | Hastinapur 
Nagrijuli | Due to flash flood and heavy rainfall HPC (4TW ROW) at Hastinapur via on UT Road to 
Bogamati SSB Camp road got damaged on 17 June 2023 | (Long - 91.679061, Lat - 26.766582, 
Dept - PWD (Roads)),  
Sapatal Hahkata Road | Sapatal | Due to heavy Rain and Flash flood Sapatal Hahkata Road 
(Package no AS-24-102 ) got damaged on 17 June 2023 | (Long - 91.517350, Lat - 26.583612, Dept 
- PWD (Roads))",,,,,,,
,Udalguri,1,"Khairabari - MISHAHATKHOLA JALUKBARI ROAD | Sukuliapara (Khoirabari-Goreswar 
road) | Due to the rise in water of the Mora Suklai River, the water is overtopping the road surface, 
resulting erosion of the road embankment and road surface of length about 0.5KM (approx.), on 
18.06.2023. | (Long - 91.786862, Lat - 26.569380, Dept - PWD (Roads))",,,,,,,
,Total,20,,,,,,,,
"Infrastructur
e Damaged 
- Bridge","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Sonitpur,2,"Naduar - Bridge No. 1/1, L0532-Hatinga to Hatinga Quarry road 18/6/2023 | Hatinga | | (Long - 
92.937357, Lat - 26.809005, Dept - PWD (Roads)),  
Chariduar - Dipota bridge to Ghogra chariali connecting box culvert at 1 no Ghogra req Grant on 
DTD 18.06.2023 | 1 no Ghogra req Grant | | (Long - 92.701960, Lat - 26.724590, Dept - P&RD)",,,,,,,
,Total,2,,,,,,,,
"Infrastructur
e Damaged",Nil,,,,,,,,,
- Wildlife,,,,,,,,,,
"Infrastructur
e Damaged 
- Others","District/Sub
-division*",Other Details,,,,,,,,
,Biswanath,Gohpur - Elementary Schools Damaged | No.2 Upper Charaibari LPS is submerged fully on 18-06-2023,,,,,,,,
,Chirang,"Bengtal - Bamboo Foot Bridge | As reported by LM, Temporary bamboo foot bridge washed away, at 
Nangalbhanga due to river Nangalbhanga . Latitude-26.616555, Longitude-90.551045 L-8m, B-2.5, D-2m. 
date of occurrence- 17-06-2023,  
Sidli - Culvert Approach Road Damaged | As reported by AE,PWD(Road),Chirang, Sundari to Basugaon via 
Khakragaon road , RCC culvert approach damage of ch 1154.00m both approach Length- 8.00m and 9.00m, 
Breadth-8.40m and 4.80m, depth- 5.00 and 5.00m at Ghilaguri(Over Duramari River), Latitude-26.461331, 
Longitude-90.434467 date of occurrance 18-06-2023",,,,,,,,
,Dibrugarh,"Chabua - Anganwadi Centres Affected | Kottock line AWC affected as per information received from Social 
Welfare department on 18-06-2023 coordinates Lat 27.531478 Long 95.21476,  
Anganwadi Centres Affected | Dodhia Kuligaon AWC affected as per information received from Social 
Welfare department on 18-06-2023 coordinates Lat 27.597042 Long 95.215409,  
Anganwadi Centres Affected | Tengabari AWC affected as per information received from Social Welfare 
department on 18-06-2023 coordinates Lat 27.611502 Long 95.239086,  
Anganwadi Centres Affected | Dadhia AWC affected as per information received from Social Welfare 
department on 18-06-2023 coordinates Lat 27.559956 Long 95.255222",,,,,,,,
,Goalpara,"Lakhipur - Irrigation Canal/Scheme Damaged | As per report submitted by Irrigation department, Ghagua FIS 
left side D/S guide bund erosion CH. 0 M to 30 M and width of erosion 0.25 meter at the revenue village 
Rakhalkilla from 16.06.2023 to till date i.e. 18.06.2023, Lat-25.96803 Long-90.199927",,,,,,,,
,Kamrup,"Kamalpur - Irrigation Canal/Scheme Damaged | Collapse of irrigation canal embankment at kharikata village 
under Bihdia Jajikona Dev. Block.. Reported by BDO, Bihdia Jajikona Dev. Block. Date- 17/06/2023. Co-
ordinates- 26.399163, 91.761723",,,,,,,,
,"Karbi 
Anglong","Silonijan - Road Breaches | Damaged due to heavy rain and over flow of Koloyani River as on 18-06-2023, 
BBDC Road to Koliyoni Shyam Gaon Budhist Monastery Road Lenght-2Km, B- 3.75 M under PWD( R) 
Barpather division under Silonijan Revenue Circle . Coordinates Lat: 26.474956 Long: 93.778599",,,,,,,,
,Karimganj,"Nilambazar - Secondary Schools Damaged | Dated on 18/06/2023, due to incessant rain fall, two class room 
building of Eraligool Public High School at village- Eraligool under Bandarkuna GP got washed away and 
base of this school building is already eroded as beacause the school is located in hillock. (Lat- 24.672627, 
Long- 92.369295)",,,,,,,,
,Lakhimpur,"Nowboicha - Fisheries/Pond | 2355 Nos. Fishery (420 Hect.) over flow due to Singra River Flood water at 
Balitika, Haripur, Phukan Doloni, 1 No. Brochala village on 17.06.2023. Report received from Fishery 
Development Office, Lakhimpur,  
Dhakuakhana - Bamboo Foot Bridge | Bridge no. 2/2 at Narayanpur Chapori to Ghilaguri road is damaged on 
18/06/2023. Length: 60M. Report submitted by Dhakuakhana Territorial Road Division, Ghilamara.,  
Bamboo Foot Bridge | Bridge no. 3/1 over Charikaria river at Katharbari to Krishnapur via Ghilaguri road is 
washed away on 18/06/2023. Length: 140M. Report submitted by Dhakuakhana Territorial Road Division, 
Ghilamara.,  
Narayanpur - Culvert Approach Road Damaged | Today I.e 18/06/2023 a box cell culvert approached eroded 
and damaged at deotala Chariali to sribhuyan via jurhotia Gaon road located between chamoguri and purabil 
village as per report from PWD roads",,,,,,,,
,Sonitpur,"Naduar - Culvert Approach Road Damaged | As per report submitted by Asst. Executive Engineer, PWRD, 
Sootea Territorial Road Sub -Division on Dated 18/06/2023, Due to incessant heavy rainfall from last few days 
the approaches of culvert No. 3/1 eroded & settle down on 17/06/2023 and threat the road communication 
L053- Hatinga to Tengabasti road, PMGSY package no. AS-22-264 under Naduar Block. Lat 26.812406 Long 
92.95778",,,,,,,,
,Udalguri,"Mazbat - Irrigation Canal/Scheme Damaged | damaged RCC canal lining at ch 800 m of right side main canal 
of siloni bundh FIS due to incessant rain on 18/6/2023.( Lat: 26.8333213, long: 92.33655) ,  
Irrigation Canal/Scheme Damaged | damaged RCC canal lining at ch 2500 m of right side main canal of 
Rowmari FIS due to incessant rain on 18/6/2023.( Lat: 26.843413, long: 92.265679) ,  
Irrigation Canal/Scheme Damaged | Erosion of afflux bundh and CC floor of Pagla FIS due to incessant rain on 
18/6/2023.( Lat: 26.849105, long: 9232368) ,  
Irrigation Canal/Scheme Damaged | Erosion of kukrakhaity bundh due to incessant rain on 18/6/2023.( Lat: 
26.80115, long: 92.300256)) ,  
Harisinga - Bamboo Foot Bridge | Paneri TE MV link road bamboo foot bridge damage due to heavy rainfall 
on 17th June 2023. Lat 26.8532 Long 91.8368",,,,,,,,
Erosion,"District/Sub
-division*",Details,,,,,,,,
,Biswanath,"Gohpur - at Auguri area | Mild Erosion observed at R/Bank embankment of river Sessa on 18-06-2023 | 0 | 
(Long - 93.737047, Lat - 26.952548),  
Halem - Paken area | River Brahmaputra: 1) Mild hank erosion continues at Paken area of IV/Dyke from 
Jamugari to Kharot outfall. Length 30.00. on 18/06/2023 | 0 | (Long - 93.626984, Lat - 26.800677)",,,,,,,,
,Bongaigaon,"Srijangram - Tinkonia Part- II and Tinkonia Part-III | Erosion is still prevaling in the above mentioned 
village.29 house have been dismantled in the fear of being affected by erosion. dated 17.06.023 | 5 | (Long - 
90.641348, Lat - 26.237802)",,,,,,,,
,Dibrugarh,Dibrugarh West - Bhogamur Block Gaon ring bund | Due to the rising water level of river Buridehing to the,,,,,,,,
,,"DRDA ring bund at Bhogamur Block Gaon has been observed on 16-06-2023 as per information received from 
Dibrugarh East Water Resources Sub-division. The distance to the DRDA ring bund from damaged bank 
merely 20 m as on 18-06-2023, Lat:-27'16'36.41, Long:-94'50'3.88 | 0 | (Long - 94.500000, Lat - 27.160000)",,,,,,,,
,Kokrajhar,"Dotma - Vill- Khejurbari | Date-18/06/2023 Erosion occured at village Khejurbari by river Gongia. Around 
100mtr(Approx. )has been erroded. | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Lakhimpur,"Bihpuria - 1)Pabha embankment at No. 2 Sonapur village , 2) At Shakupara (Pabha De Reserve village), 3) 
Erosion at Pabha river bank (Sonapur Block) | 1)Active erosion observed near the embankment at No.2 
Sonapur village. Approximately 5 meters eroded as reported by Lot Mandal & Gaon Pradhan on 18/06/2023. 
2) Active erosion observed at Shakupara due to the effect of Meneha (Owah) river. About 30 meters of land 
has been eroded as reported by Lot Mandal & Gaon Pradhan on 18/06/2023 3)Active erosion observed at 
Pabha river bank near Arman Hazir chuburi of Sonapur Block, Tinthengia GP. About 1.5 km of land eroded as 
reported by officials of Karunabari Development Block on 18/06/2023 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Majuli,"Majuli - Kartik Chapori NC | Erosion occured on 17th June and one family have been shifted to a nearby safe 
place. Approximately 3 katha of land area has been eroded. | 4 | (Long - 94.164901, Lat - 26.841096)",,,,,,,,
,Morigaon,"Bhuragaon - Balidunga Pam, Kupatimari | As per Water Resource department, Morigaon, Bhrahmaputra river 
erosion eroded 5 meter at a length of 700 meter at Kupatimari and Balidunga Pamrevenue village under 
Bhuragaon Rev. Circle from 17-06-2023 to 18-06-2023. | 15 | (Long - 26.411003, Lat - 92.251558),  
Laharighat - Kathani | As per Water Resource Department, Morigaon River Brahmaputra erosion eroded 6 
meter at a length of 650 meter at Kathani revenue village under Laharighat Revenue Circle from 17-06-2023 to 
18-06-2023 | 0 | (Long - 92.312168, Lat - 26.434602)",,,,,,,,
,Nagaon,"Kampur - Kampur to Jamunamukh Road | On dated 17.06.2023 Road from Kampur to Jamunamukh erosion 
started at 3rd, 4th and 5th Km. Approx L= 600.00m. The road belongs to Raha Territorial Road Sub Division. | 
0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Sivasagar,"Sivsagar - Kurulakatia Village | Damages have been observed in the form of slump down on 16/06/2023 at 
Left bank of river Dikhow at Kurulakatia under Sivasagar Revenue Circle. | 0 | (Long - 94.395200, Lat - 
26.582900)",,,,,,,,
,Sonitpur,"Thelamara - Nabeel, Ghatua and Balijan Bongaligaon | Date-18/06/2023, As reported by Tezpur Water 
Resource Division on 18/06/2023, Bank erosion is observed on the R/Bank of river Gabharu near Nabeel 
area.Length -80m, Latitude-26.64162 and Longitude-92.627171. Bank erosion observed at Ghatua area on the 
R/Bank of river Gabharu. Length-200m, Latitude-26.696956 and longitude-92.630724. Active bank erosion is 
observed at Balijan Bongaligaon area on the left bank of river Belsiri. Length -200m,Latitude-26.736022, 
Longitude-92.558699 | 0 | (Long - 92558699.000000, Lat - 26.736022)",,,,,,,,
,"South 
Salmara","Mankachar - Fulerchar Pt-II (Kokradanga Ghat.) | As per report received from I/C Control Room 
Hatsingimari, W.R Sub-Division, Hatsingimari an erosion due to river Brahmaputra at Fulerchar Pt-II 
(Kokradanga Ghat), land measuring Length-170 M & Breadth- 5 M on 18-06-2023 | 0 | (Long - 25.721373, Lat 
- 89.867904)",,,,,,,,
,Udalguri,"Harisinga - Anadhowapara (Panbari) | Sonajuli FIS canal lining breaching on 17th June 2023 due to heavy 
rainfall. Approximate damage LENGTH 40M BREATH 4.5M. | 0 | (Long - 91.922900, Lat - 26.717400),  
Udalguri - Dhansiri Irrigation Project | Erosion Protection at Ch 7200.00 M to 7250.00 M of D2B3M Canal of 
DIP on 17-06-2023 | 0 | (Long - 92.067197, Lat - 26.667050)",,,,,,,,
Landslide,"District/Sub
-division*",Details,,,,,,,,
,Dima-Hasao,"Haflong - Herakilo, New Boro Haflong, Sengya Tularam Raji, Lala Basti, Digrik, Boildura | 1. Rani Gaidinliu 
Birth Centenary Memorial Stone on 17/06/2023 Lat:-25.151012, Long:-93.025352, 2. Herakilo Road on 
17/06/2023 3. New Boro Haflong L.P School on 17/06/2023 4. Agriculture to LP School Approach Footpath 
Damage at Boildura Village on 18-06-2023 5. Lala Basti Village Approach Road Road Damaged on 18-06-
2023 Lat:-25.177842 Long:-93.014106 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
