0,1,2,3,4,5,6,7,8,9,10
,Dhubri,11,"Agamoni - SIDE BERM & SIDE SLOPES DAMAGED ON ROAD FROM NH31 TO 
BHAIBAZAR ROAD AT 1ST KM LONGITUTE : 89.818371 & LATITUDE : 
26.269674 | LONGITUTE : 89.818371 & LATITUDE : 26.269674 | Based on the report 
received on 27/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 
89.818371, Lat - 26.269674, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON ROAD FROM KGT ROAD TO 
JINKATA AT 1ST KM AND 2ND KM LONGITUTE : 89.747859 & LATITUDE : 
26.249563 | LONGITUTE : 89.747859 & LATITUDE : 26.249563 | Based on the report 
received on 27/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 
89.747859, Lat - 26.249563, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON ROAD FROM NH17 TO 
SONAKHULI ROAD AT 1ST KM LONGITUTE : 89.790259 & LATITUDE : 
26.219393 | LONGITUTE : 89.790259 & LATITUDE : 26.219393 | Based on the report 
received on 27/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 
89.790259, Lat - 26.219393, Dept - PWD (Roads)),  
SIDE BERM DAMAGED ON KGT ROAD TO JINKATA AT 6TH KM LONGITUTE : 
89.74841 & LATITUDE : 26.231165 | LONGITUTE : 89.74841 & LATITUDE : 
26.231165 | Based on the report received on 27/06/2023 a field verification has been 
conducted on 06/07/2023. | (Long - 89.748410, Lat - 26.231165, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES AND RCC BRIDGE APPROACHES DAMAGED ON 
AGOMONI CIRCLE OFFICE TO KALDOBA PT-I VIA CHARAKBARI ROAD AT 
1ST, 2ND & 4TH KM (LONGITUTE : 89.796114 & LATITUDE : 26.207975 | 
LONGITUTE : 89.796114 & LATITUDE : 26.207975 | Based on the report received on 
26/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 89.796114, 
Lat - 26.207975, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON HALAKURA KATHALTOLI TO 
LOWDANGARPAR SAMSHAN MANDIR AT 1ST, 2ND & 3RD KM LONGITUTE : 
89.782139 & LATITUDE : 26.261876 | LONGITUTE : 89.782139 & LATITUDE : 
26.261876 | Based on the report received on 26/06/2023 a field verification has been 
conducted on 06/07/2023. | (Long - 89.782139, Lat - 26.261876, Dept - PWD (Roads)),  
ROAD FORMATION, SIDE BERM & SIDE SHOULDER DAMAGED ON NH-31 AT 
PROGOTI COLLEGE TO BHANGADULI VIA CHIKARGHAT AT 1ST, 2ND, 4TH & 
5TH KM LONGITUTE : 89.805166 & LATITUDE : 26.215248 | LONGITUTE : 
89.805166 & LATITUDE : 26.215248 | Based on the report received on 26/06/2023 a 
field verification has been conducted on 06/07/2023. | (Long - 89.805166, Lat - 
26.215248, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON PABARCHARA SINDURAI VIA 
TALLI ROAD 1ST KM, 2ND KM & 3RD KM LONGITUTE : 89.762536 & 
LATITUDE : 26.184211 | LONGITUTE : 89.762536 & LATITUDE : 26.184211 | Based 
on the report received on 26/06/2023 a field verification has been conducted on 
06/07/2023. | (Long - 89.762536, Lat - 26.184211, Dept - PWD (Roads)),  
SIDE BERM & CULVERT APPROACHES DAMAGED ON HALAKURA 
KATHALTOLI ROAD TO PRODHANIRTARI ROAD AT 1ST KM, 2ND & 3RD KM 
LONGITUTE : 89.784431 & LATITUDE : 26.265244 | LONGITUTE : 89.784431 & 
LATITUDE : 26.265244 | Based on the report received on 26/06/2023 a field verification",,,,,,,
,,,"has been conducted on 06/07/2023. | (Long - 89.784431, Lat - 26.265244, Dept - PWD 
(Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON KGT ROAD AT KALDOBA TO 
SUPARIKUTI AT 1ST, 2ND & 3RD KM LONGITUTE : 89.761318 & LATITUDE : 
26.222116 | LONGITUTE : 89.761318 & LATITUDE : 26.222116 | Based on the report 
received on 26/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 
89.761318, Lat - 26.222116, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON KGT ROAD TO GHARIALDANGA 
AT 1ST KM, 2ND KM & 4TH KM LONGITUTE : 89.756872 & LATITUDE : 
26.229841 | LONGITUTE : 89.756872 & LATITUDE : 26.229841 | Based on the report 
received on 26/06/2023 a field verification has been conducted on 06/07/2023. | (Long - 
89.756872, Lat - 26.229841, Dept - PWD (Roads))",,,,,,,
,Kokrajhar,1,"Bagribari - NH-31 to Jangirkilla Pt-I | Jangirkilla Pt-I. from Ch.0.00 M to Ch. 1087.00 M 
| As reported by Executive Engineer PWD Bilasipara Civil Sub-Division Territorial Road 
Division Bilasipara on 04/07/2023, construction of the road has been affected due to 1st 
Wave of Flood. | (Long - 90.090527, Lat - 26.186460, Dept - PWD (Roads))",,,,,,,
,Lakhimpur,3,"Bihpuria - Baligaon-Joriguri road | Ch 0.00 m to Ch 400.00 m | Baligaon-Joriguri road 
affected by flood water of Gabharu river as reported by PWRD, Nowboicha Territorial 
Road Sub Division on 06/07/2023 | (Long - 93.905500, Lat - 27.141000, Dept - PWD 
(Roads)),  
Narayanpur - Today i.e july 6 2023 Rangati Dhemagarh Balipathar Road eroded at CH 
400m Total Damage length-20 m Breadth -2.60 m depth-2.40 m At chainage 440 total 
damaged length-10 m Breath-1.5 m and depth -2.40 m as per report from PWD road 
division | No.2 Rangati | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
250 m CC Road with 1 nos RCC culvert and 1 Nos HP culvert. | No 2 Rangati | | (Long - 
0.000000, Lat - 0.000000, Dept - P&RD)",,,,,,,
,Total,15,,,,,,,,
"Infrastruct
ure 
Damaged - 
Bridge",Nil,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Wildlife",Nil,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Others","District/Su
b-division*",Other Details,,,,,,,,
,Baksa,"Baganpara - Agri Bundh Damaged | As per report received on 05/07/2023 from concerned 
authority BDO dhamdhama block and WR department on 25/06/2023 ,80 meter approx reach length 
agri bundh have been damaged at village Adla/simlabari area.(26.69256,91.440569)),  
Agri Bundh Damaged | As per report received on 05/07/2023 from BDO dhamdhama block on 
25/06/2023 agri bundh approx 30 meter reach length have been damaged at Bagulamari 
village.(26.683148,91.429719))",,,,,,,,
,Barpeta,"Barpeta - Public Health Engineering (PHE) | As per report received from The Executive Engineer 
(PHE), Barpeta Division, Barpeta and Junior Engineer (PHE), Bahari Division on 05/07/2023, 04 
nos. of HTW installed at various raised platforms under Barpeta Rev. Circle",,,,,,,,
,Lakhimpur,"Bihpuria - Culvert Damaged | Damaged slab Culvert at Ch. 1700m of Bahbari Tunijan to Gabharu 
Tunijan road as reported by PWRD, Nowboicha Territorial Road Sub Division on 06/07/2023,  
Culvert Approach Road Damaged | Approximately 60 meters of Culvert approch road damaged at 
Gabharu Tunijan due to the affect of Gabharu river (Uttar Laluk GP) under Karunabari 
Development Block on 06/07/2023 ,  
Fisheries/Pond | 25 nos. Ponds (2.5 ha) affected at Gabharu Tunijan, Rangajan as reported by FDO, 
Karunabari Circle on 06/07/2023,  
Agri Bundh Damaged | Approximately 300 meters of the bundh under MGNREGA scheme at Anil 
Morang Chuburi damaged as reported by officials of Karunabari Development Block on 
06/07/2023,  
Kadam - Fisheries/Pond | Due to incessant rain and raising of water level of the River kakoi total 8 
hectare of water area got affected, reported by Fishery Officer, dated 06/07/2023,  
Narayanpur - Culvert Approach Road Damaged | Damaged of RCC culvert slab and approach at 
chainage 746 m culvert no1/1 at bhogpur to bholabari road as per report from PWD roads,  
Fisheries/Pond | 14 nos pond affected (2.38 Ha)",,,,,,,,
,Udalguri,"Khairabari - Culvert Damaged | As reported by the department on 04.07.2023, due to incessant 
rainfall for last few days the slab culvert measuring 3.0M approx. on Jalukbari Chowk to Banderi 
village was damaged. GPS Coordinates: Lat: 26.58589 Long.: 91.87753",,,,,,,,
Erosion,"District/Su
b-division*",Details,,,,,,,,
,Biswanath,"Gohpur - At Dakhin Deonabari | Bank erosion is oberserved on R/B of river Solengi for a length of 
30 mtr on 06/07/23 | 0 | (Long - 93.642885, Lat - 26.910851)",,,,,,,,
,Cachar,"Katigorah - Kunapara T.E. to Sindura XI | As reported by PWD Borkhola-Katigorah (T) Road 
Division and as per field inspection by Circle Officer Katigorah Revenue Circle along with Field 
Officer (DM) and AEE, CID (W.R) Div. Badarpur, it was observed that the Kunapara T.E. to 
Sindura XI PMGSY road is under the severe threat of erosion because of river larang which is 
flowing adjacent to it. An area of 250 mts (approx) has been severely eroding and if it continues the 
road connectivity will be closed. Severe erosion has been observed at the stretch since 01.07.2023 
to still today i.e. 06.07.2023 | 15000 | (Long - 24.583739, Lat - 92.321867)",,,,,,,,
,Dhemaji,"Sissiborgaon - At No.1 Sunarighat (Rev. Village) | The Brahmaputra floods have caused erosion in 
No.1 Sunarghat. None of the houses have been washed away by the erosion so far. The area of the 
landslide is about 40 bighas (As per Lot Mondal reported).dated 05-07-2023 | 317 | (Long - 
94.782028, Lat - 27.501328)",,,,,,,,
,Dhubri,"Dhubri - Aminerchar | Erosion is going on (by the river Brahmaputra) at village Aminerchar As per 
the field verification w.e.f 30/06/23 to 05/07/23 it is seen that till now 36 nos of family has been 
affected (total area = 20Bigha-1Katha-5Lessa) | 214 | (Long - 89.928875, Lat - 25.987545),  
Agamoni - village Lohajani | Riverine area of River Gangadhar at village Lohajani under Boterhat 
GP under Agomani Revenue Circle is getting eroded day by day. The detail of the area eroded is 
given below for your kind perusal: • Name of the village: Lohajani under Boterhat GP. • Date of 
Incident: 30th June’2023 to 6th July’2023. • Time: 3.00 PM. • GPS Co-ordinates: Lat: 26.254122, 
Long: 89.834342 • Land: 0B-1K-5L. • Population and household damage: NIL | 0 | (Long - 
89.834342, Lat - 26.254122),  
Bilasipara - Sinamari, under Bilasipara Revenue Circle | recently erosion has taken place by the 
river Gaurang at village: Sinamari, under Bilasipara Revenue Circle. A field visit in this connection 
has been done on 06-07-2023 by me along with Field Officer, Disaster Management, Bilasipara. 
The detail of the area is given below for your kind perusal: • Name of Village:- Sinamari. • Date of 
incident:- 03-07-2023 to 06-07-2023 • GPS co-ordinates:- Lat:- 26.296915 N & Long:- 90.23658 E 
Lat:- 26.296873 N & Long:- 90.236552 E • Land eroded:- Land measuring around :- 01 Bigha 02 
Katha 10 Lessa. • Population:- 18 No’s (3 No’s of families) | 18 | (Long - 90.236580, Lat - 
26.296915)",,,,,,,,
,Kamrup,"Kamalpur - Gathijan area on L/B of Puthimari Embankment | Active erosion seen at Gathijan area 
on L/B of Puthimari River Embankment. Reach is about 500m and width is about 3m. Reported by 
AEE, Rangia-Kamalpur WR Sub-Division on 05.07.2023. | 0 | (Long - 91.382111, Lat - 26.187470)",,,,,,,,
,Kokrajhar,"Bhawraguri - Badlagaon | As per report received from Section Officer, Gossaigaon WR Sub 
Division on dated 06-07-2023. 1. Bank Erosion Observed at Badlagaon on R/B of Gangiya River 
(Length- 450M). | 0 | (Long - 90.099700, Lat - 26.361800)",,,,,,,,
,Nalbari,"Nalbari - Sandha | As per the report received from Water Resource department on 05,07.2023, 
erosion takes place on L/B of pagaldia embankment at Sandha village | 0 | (Long - 0.000000, Lat - 
0.000000)",,,,,,,,
,"South 
Salmara","Mankachar - Jordanaga Barmanpara, Mankachar | As per report received from I/C Control Room 
Hatsingimari W.R Sub-Division, Hatsingimari an erosion due to River Kaloo at Jordanga 
Barmanpara, Mankachar, land measuring Length-200M, Breadth-5M on 06-07-2023. | 0 | (Long - 
25.544958, Lat - 89.872199)",,,,,,,,
Landslide,Nil,,,,,,,,,
"Urban 
Flood",Nil,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
