,infrastructure damaged - road,District,Number,Details,Date
10,,Karimganj,1,"Patherkandi - Patharkandi-Mukamtilla Road to Kabaribond Pt-III | Kabaribond | As reported by AEE, PWD (T/R), Patharkandi, PMGSY Road's side beem eroded and ICBP surface damaged due to incessant rainfall on 19/06/2022. Approx length of damages is 20 meter. | (Long - 92.304242, Lat - 24.605816)",23-06-2022
11,,Kokrajhar,34,"Gossaigaon - SORAIBIL PWD ROAD TO BALAGAON | SORAIBIL | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 18.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF FLOOD DAMAGED ROAD GOSSAIGAON SORAIBIL PWD ROAD TO BALAGAON 1.5 KM | (Long - 0.000000, Lat - 0.000000),  SORAIBIL KATRIBARI ROAD | SORAIBIL | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 18.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF FLOOD DAMAGED ROAD CROSSLY BREACHED AT SORAIBIL KATRIBARI ROAD AND REPAIRING REQUIRED 2KM | (Long - 0.000000, Lat - 0.000000),",23-06-2022
12,,,,"GOSSAIGAON SORAIBIL | SORAIBIL | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF GOSSAIGAON SORAIBIL ROAD FROM 21 KM ZION ENGLISH MEDIUM SCHOOL ROAD SUBMERGED WITH HPC (S) CULVERT DAMAGED | (Long - 0.000000, Lat - 0.000000),  SSB CAMP ROAD | RAIMONA | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF SSB CAMP ROAD EROSION ON RAIMONA DUHIKOLA ROAD AT 2 KM | (Long - 0.000000, Lat - 0.000000),  SOUTH DUMBAZAR TO RANIPUR | RANIPUR | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION ON SOUTH DUMBAJHAR TO RANIPUR ROAD WOODEN BRIDGE DAMAGED AND ROAD FORMATION SUBMERGED AT 1 KM | (Long - 0.000000, Lat - 0.000000),  POKALAGI LP SCHOOL TO GAMBARIDHAM ROAD | POKALAGI | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION ON POKALAGI LP SCHOOL TO GAMBARIDHAM ROAD FORMATION FULLY DAMAGED | (Long - 0.000000, Lat - 0.000000),  JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL | JANALIGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN (PART-I) IMMEDIATE RESTORATION OF FLOOD DAMAGED AND EROSION ROAD FROM JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL ROAD WITH BOULDER PROTECTION WORK. | (Long - 0.000000, Lat - 0.000000),  JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL | JANALIGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN (PART-II) IMMEDIATE RESTORATION OF FLOOD DAMAGED AND EROSION ROAD FROM JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL ROAD WITH BOULDER PROTECTION WORK. | (Long - 0.000000, Lat - 0.000000),  JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL | JANALIGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN (PART-III) IMMEDIATE RESTORATION OF FLOOD DAMAGED AND EROSION ROAD FROM JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL ROAD WITH BOULDER PROTECTION WORK. | (Long - 0.000000, Lat - 0.000000),  JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL | JANALIGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN (PART-IV) IMMEDIATE RESTORATION OF FLOOD DAMAGED AND EROSION ROAD FROM JANALIGAON BAZAR TO KUSUMBIL LP SCHOOL ROAD WITH BOULDER PROTECTION WORK. | (Long - 0.000000, Lat - 0.000000),  DALGAON TO RANIPUR | RANIPUR | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 17.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF DALGAON TO RANIPUR VILLAGE VIA BORDER ROAD 15 MTRS SUBMERGE. | (Long - 0.000000, Lat - 0.000000),  BOSHGAON TO RAIMONA | RAIMONA | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 17.06.2022 DUE TO HEAVY RAIN PERMANENT RESTORATION OF BOSHGAON TO RANIPUR VIA HOSPITAL ROAD FORMATION DAMAGED AT 1.00 KM | (Long - 0.000000, Lat - 0.000000),  BOSHGAON TO RAIMONA TOWARDS MOTHAMBIL | RAIMONA | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 17.06.2022 DUE TO HEAVY RAIN PERMANENT RESTORATION OF BOSHGAON TO RAIMONA VIA HOSPITAL TOWARDS MOTHAMBIL ROAD FORMATION DAMAGED AT 600.00 MTRS | (Long - 0.000000, Lat - 0.000000),  KURSHAKATI TO ANTGTHIHARA | KURSHAKATI | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 21.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION ON KURSHAKATI TO ANGTHIHARA RCC BRIDGE VIA DOLABARI PWD ROAD FULLY SUBMERGED & ROAD FORMATION DAMAGED FROM 1 KM TO 5 KM | (Long - 0.000000, Lat - 0.000000),  GAIDANG BAZAR TO JIAGURI VILLAGE | JIAGURI | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN GAIDANG BAZAR TO JIAGURI VILLAGE ROAD 15.00M ROAD FORMATION HAS BEEN FOUND DAMAGE, REQUIRED 2 CELL 2X2 VOX CULVERT REQUIRED | (Long - 0.000000, Lat - 0.000000),  KACHUGAON SANKOSH ROAD TO BALLAMJHORA | BALLAMJHORA | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN SUBMERGED AND DAMAGED ROAD FORMATION FROM 1KM TO 3 KM OF KACHUGAON SANKOSH ROAD TO BALLAMJHORA | (Long - 0.000000, Lat - 0.000000),  KACHUGAON SANKOSH ROAD TO KATRIBARI | KACHUGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF SUBMERGED ROAD 1 KM FROM KACHUGAON SANKOSH TO KATRIBARI ANGANBARI LP SCHOOL PROVIDING SAND AND",23-06-2022
13,,,,"GRAVELLING | (Long - 0.000000, Lat - 0.000000),  POKALAGI BAZAR TO KACHUGAON SANKOSH | POKALAGI BAZAR | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF SUBMERGED PF 2800.00M FROM POKALAGI BAZAR TO KACHUGAON SANKOSH BY PROVIDING AND GRAVELLING ROAD | (Long - 0.000000, Lat - 0.000000),  KACHUGAON SANKOSH ROAD TO RAJENDRAPUR | KACHUGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF SUBMERGED ROAD 1KM FROM KACHUGAON SANKOSH ROAD TO RAJENDRAPUR | (Long - 0.000000, Lat - 0.000000),  PANBARI SIALMARI ROAD | PANBARI | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF PANBARI SIALMARI ROAD FORMATION WASHED OUT AT CH. 400.00M | (Long - 0.000000, Lat - 0.000000),  SSB BAZAR TO BOLLAMJHORA | BOLLAMJHORA | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF SUBMERGED AT SSB BAZAR TO BALLAMJHORA ROAD | (Long - 0.000000, Lat - 0.000000),  BOLLAMJHORA TO BONGAON | BONGAON | AS PER REPORT RECEIVED FROM PWD RR KACHUGAON SUB DIVISION ON 20.06.2022 DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF BOLLAMJHORA TO BONGAON SSB CAMP | (Long - 0.000000, Lat - 0.000000),  Kokrajhar - HEKAIPRA NAMAPARA ROAD | HEKAIPARA | AS REPORTED BY ASSTT. EXECUTIVE ENGINEER PWD KOKRAJHAR RURAL ROADS DIVISION ON 18.06.2022, HEKAIPARA TO NAMAPARA ROAD AT CHAINAGE 200.00M WAS DAMAGED | (Long - 0.000000, Lat - 0.000000),  DURAMARI MES TO SOUTH DURAMARI | DURAMARI | AS REPORTED BY ASSTT. EXECUTIVE ENGINEER PWD KOKRAJHAR RURAL ROADS DIVISION ON 18.06.2022, DURAMARI MES TO SOUTH DURAMARI VILLAGE ROAD AT CHAINAGE 200.00M WAS DAMAGED | (Long - 0.000000, Lat - 0.000000),  SESAPANI LPS TO MADHAY SESAPANI | SESAPANI | AS REPORTED BY ASSTT. EXECUTIVE ENGINEER PWD KOKRAJHAR RURAL ROADS DIVISION ON 18.06.2022, SESAPANI LPS TO MADHAY SESAPANI VILLAGE ROAD CH 400.00M WAS DAMAGED | (Long - 0.000000, Lat - 0.000000),  KUMGURI ROAD | KUMGURI | AS REPORTED BY ASSTT. EXECUTIVE ENGINEER PWD KOKRAJHAR RURAL ROADS DIVISION ON 20.06.2022, KUMGURI TO CHOUHAN BASTI VILLAGE ROAD AT CH 1500.00M WAS BREACHED | (Long - 0.000000, Lat - 0.000000),  Dotma - Monakocha to Jodumani Road | Vill- Jodumani | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Monakocha to Jodumani road by Flood RCC box cell on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Angthihara to Umanagar road | Umanagar | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Angthihara to Umanagar road by Flood washed out at 1km by 25.00m length on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Surjayakata to Gwthaibari road | Gwthaibari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Surjakata to Gwthaibari road by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Anthaibari to Gomobil Road | Gomobil | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Anthaibari to Gomobil road by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Kumguri Alongbar Club to Kunthaibari Road | Kunthaibari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Kumguri Alongbar Club to Kunthaibari Road by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Boragari to Narenguri Road | Narenguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Boragari to Narenguri via Kolobari Road breached at 2nd km by 30.00m length and wodden bridge No. 2/1 damaged on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  NH31C to Kujrabguri Road | Kujrabguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of NH 31C to Kujrabguri Road formation submerged by erosion at 2km on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  East Ghilaguri to Bhalukmari village connecting road | Ghilaguri | As reported by Dotma Revenue Circle, Damage of village road and bridge of East Ghilaguri to Bhalukmari village connecting road on 23-06-2022 | (Long - 90.181625, Lat - 26.476254)",23-06-2022
14,,Morigaon,4,"Bhuragaon - Taptola to chenia Road | Taptola | Taptola to chenia Road submerged by flood water from chainage 2200.00m to 2500.00m, Ch 3700.00m to 3900.00m of Road part I & ch 450.00 to 650.00m and ch 720.00m to 900.00m of road part II on 21/06/2022. | (Long - 26.320578, Lat - 92.181969),  Morigaon - Oujari to Bahakabari road (22-06-2022) | Oujari, Morigaon | As per PWD (Roads) Oujari to Bahakabari road under submergence for a length of 300m (ch.1000 to 1300m) Avg depth of submergence = 0.30m approx. | (Long - 92.279306, Lat - 26.237363),",23-06-2022
15,,,,"Boghora Sitala Mandir road (23-06-2022) | Boghora, Morigaon | As per PWD (Roads) Boghora Sitala Mandir road is under submergence from ch.1030m to 1200m. Avg depth of submergence = 0.30m | (Long - 92.273965, Lat - 26.238950),  Narayan Bazaar chariali to Basanaghat Bhuragaon road (23-06-2022) | Ahatguri Natuagaon, Narayan Bazar, Morigaon | As per PWD (Roads) Narayan Bazaar chariali to Basanaghat Bhuragaon road at Sidhabari is under submergence from Ch.1800m to 1980m. Avg depth of submergence= 0.20m. | (Long - 92.310917, Lat - 26.251013)",23-06-2022
16,,Nagaon,21,"Nagaon - Solmari to Kakalichuk AS-19 595 | Solmari to Kakalichuk | Solmari to Kakalichuk AS-19 595, Submerged/ damaged reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Nonoi jenganichuk to Japisojia | Nonoi jenganichuk to Japisojia | Nonoi jenganichuk to Japisojia,submerged/damaged,reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  CN Road | CN Road | CN Road,submerged/damaged,Length-8th to 9th Km reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Ghugargaon to Kumargaon | Ghugargaon to Kumargaon | Ghugargaon to Kumargaon ,submerged/damaged,Length-1 to 2 Km reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH-36 Badalgaon to Ghugargaon | NH-36 Badalgaon to Ghugargaon | NH-36 Badalgaon to Ghugargaon ,submerged/damaged,Length-1 Km reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH-36 Kumargaon to Nibukali Road | NH-36 Kumargaon to Nibukali Road | NH-36 Kumargaon to Nibukali Road ,submerged/damaged,reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Sutargaon to Na-Kumargaon | Sutargaon to Na-Kumargaon | Sutargaon to Na-Kumargaon, submerged/damaged,reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH-36 Badalgaon to Panikhaiti | NH-36 Badalgaon to Panikhaiti | NH-36 Badalgaon to Panikhaiti ,submerged/damaged,reported by PWD Barhampur Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Haiborgaon Senchuwa Mowamari Kuh Bebejia Road | Haiborgaon Senchuwa Mowamari Kuh Bebejia Road | Haiborgaon Senchuwa Mowamari Kuh Bebejia Road,submerged/damaged,Length-4 to 7Km reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Nagaon Dakhinpat Road to Milanpur | Nagaon Dakhinpat Road to Milanpur near Khagarijan RCC Bridge | Nagaon Dakhinpat Road to Milanpur near Khagarijan RCC Bridge ,submerged/damaged,Length-15m reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Milanpur Bylane No.-2 | Milanpur | Milanpur Bylane No.-2,submerged/damaged,Length-120m , Depth -200-300mm reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Milanpur Bylane No.-3 | Milanpur Bylane No.-3 | Milanpur Bylane No.-3,submerged/damaged,Length-120m , Depth -200-300mm reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Milonpur Bihutali Road | Milonpur Bihutali Road | Milonpur Bihutali Road ,submerged/damaged,Length-70m , Depth -200-300mm reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Haiborgaon Girls College to ASTC Foot Bridge | Haiborgaon Girls College to ASTC Foot Bridge | Haiborgaon Girls College to ASTC Foot Bridge, submerged/damaged,Length-100m , Depth -200-250mm reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Greenland raod | Greenland raod | submerged/damaged,Length-150m , Depth -200-300mm reported by PWD Nagaon Territorial Road Sub -Division, dated-23/06/2022 | (Long - 0.000000, Lat - 0.000000),  Raha - PMGSY road from Darangialgaon to Putakollong via Nakhanda | Darangialgaon | Date of Occurrence- 22/06/2022 Submerged- at several stretches Department- Morigaon Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000),  Raha Barapujia Road to Matharbori via Saraligaon Khaplangkuchi | Matharbori | Date of Occurrence- 21/06/2022 Submerged- at several stretches Department- Morigaon Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000),  NH-37 to Mulankata Adarshagaon | Mulankata | Date of Occurrence- 21/06/2022 Submerged- at several stretches Department- Morigaon Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000),  MRL04-Basanaghat Khandajan to Bordoloipathar via Ajarbari | Khandajan | Date of Occurrence- 23/06/2022 Submerged-from 270m to 520 m Department- Morigaon Dist. Territorial Road Division | (Long - 0.000000, Lat - 0.000000),  Khandajan Bakorichapari road | Khandajan | Date of Occurrence- 23/06/2022 Submerged-from 750 m to 900 m & 1000 m to 1800 m Department- Morigaon Dist. Territorial Road Division | (Long - 0.000000, Lat - 0.000000),  NH-37 to Mulankata Adarshagaon | Mulankata | Date of Occurrence- 23/06/2022 Submerged-from",23-06-2022
17,,,,"100 m to 400 m, 450 m to 525 m & 750 m to 1400 m Department- Morigaon Dist. Territorial Road Division | (Long - 0.000000, Lat - 0.000000)",23-06-2022
18,,Nalbari,23,"Paschim Nalbari - Sandheli Pakowa road to Lt Braja Dutta house via Deka Supa at Niz Pakowa | Niz Pakowa | Submerged length 700 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Barkhetri Banekuchi Danguapara Road | Danguapara | Submerged length 1.5 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Bhupen Hazarika path at Balikaria Kharjra | Kharjara | Submerged length 200 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Kumikata to Niz - Bahjani road | kumarikata | Submerged length 5.64 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Jaha to Charia Road | Jaha | Submerged length 1.5 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Road from Deher Kalakuchi to Makaldaba | Deherkalakuchi | Submerged length 2.5 m. Information received from PWRD Department on 17/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Kakaya Naptipara Road | Kakaya | Submerged and Breach length 10 m. near No.2 Naptipara. Information received from PWRD Department on 18/06/2022 via WT message. | (Long - 0.000000, Lat - 0.000000),  Tihu - TIHU HS BACKSIDE ROAD | TIHU TOWN | LENGTH:500MTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  POWER HOUSE SIDE ROAD (BIDYANAGAR ). | WARD-2,TIHU TOWN | LENGTH:1.5KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  POWER HOUSE FRONT SIDE ROAD | WARD-2,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  TIHU GIRLS HS (BYLANE LAKHIMI PATHAR) | WARD-2,TIHU TOWN | LENGTH:2 KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  MASZID ROAD(BYLANE-1) | WARD-3,TIHU TOWN | LENGTH:500MTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  BIDYANAGAR ROAD | WARD-1,TIHU TOWN | LENGTH:1.5KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  CHOUDHURYPARA ROAD | WARD-3,TIHU TOWN | LENGTH:1 KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  TIHU BUNGLOW ROAD | WARD-2,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  TIHU TO KHALIHAGURI ROAD | WARD-4,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  NAZIR PATHAK ROAD | WARD-4 ,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  KALITA ROAD | WARD-4,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  RADHAKRISHNA ROAD TO KHALIHAGURI ROAD | WARD-4,TIHU TOWN | LENGTH:2KMTS.INFORMATION RECEIVED FROM CHAIRMAN,TMB, DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH31 TO MEGA FOOD PARK ROAD | NATHKUCHI | LENGTH:20MTS & 10 MTS.THE ROAD WAS PARTIALLY BREACHED.INFORMATION RECEIVED FROM JE,PWD(R),BARAMA . DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  JAME MASJID TO SURADI ROAD | SURADI | LENGTH:10MTS & 15 MTS.THE ROAD WAS BREACHED.INFORMATION RECEIVED FROM JE,PWD(R),BARAMA . DATE OF SUBMERGED :17/06/2022 | (Long - 0.000000, Lat - 0.000000),  Barkhetri - hajo mukalmua daulasal road | adabari | closed for all types of vehicle, damage of br. approaches of rcc br. no8/1 length apprx. 180m as reported by AEE PWRD Barkhetri on 22/06/2022. | (Long - 0.000000, Lat - 0.000000),  Nalbari - Deharkalakuchi Road | Deharkalakuchi | As per report received from PWRD Department the Road Submerged due to Flood on 22.06.2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022
19,,South Salmara,2,"Mankachar - 1. IBB link road to Puran sukchar 2.Hatsingimari to IBB Road. | 1.Puran Sukchar 2.Sishumara | As per report received from Asstt. Ex. Engineer, PWRD, Mankachar Territorial road Sub-Division on 22/06/22 at 8:00PM:- 1. IBB link road to puran sukchar via Manik Sarker high school has submerged by flood water and damaged the road surface, embankment in several locations. 50 M",23-06-2022
20,,,,"to 600 M 2.Road embankment , ICBP of Hatsingimari to IBB road at Sisumara Road has damaged by flood water and due to heavy rain. 1 KM to 5 KM | (Long - 25.726054, Lat - 89.882864)",23-06-2022
21,,Udalguri,5,"Harisinga - Chenipara to Kaulibhanga road | Chenipara | The road from chenipara to Kaulibhanga damaged on 23/06/2022. (9.9m) | (Long - 91.562900, Lat - 26.421000),  Pachim Hahinagaon to Chenipara | Hahinigaon | Pachim Hahinagaon to Chenipara road breached at Hahinigaon on 23/06/2022. (10.1m) | (Long - 0.000000, Lat - 0.000000),  Andherighat toHarisinga road | Hahini gaon | Andherighat toHarisinga road damaged at Hahinigaon on 23/06/2022. (5.6m) | (Long - 91.568000, Lat - 26.404000),  Khairabari - Barara to Bezbhagawati Road | Barara | HPC and road embankment was damaged on 21.06.2022 due to overflow of flood water at Barara. Length: 8M (approx.) | (Long - 91.860605, Lat - 26.544274),  Kalaigaon - Majarchuba Amguri Chowk to Amguri Shive Mandir | No 2 Amguri | The road surface has completely damaged on 23/06/2022 due to erosion caused by receding flood water covering a length of around 300 meters and breadth of 7.5 meters | (Long - 91.980753, Lat - 26.608291)",23-06-2022
22,,Total,173,,23-06-2022
