Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,147255,Nuziveedu Seeds Limited,29-Jan-2020 08:39 AM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,11.0,146951.0,Shriram Bioseed Genetics,INR,"14,548,050",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,146295,PLANTGENE SEEDS LLP,22-Jan-2020 05:21 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,12.0,146953.0,Kalash Seeds,INR,"1,200,382",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,146787,Proline Seeds Company (India) Pvt Ltd,28-Jan-2020 05:35 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,13.0,146962.0,Acsen Hyveg Private Limited,INR,"4,715,575",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,146414,Savannah Seeds Private Limited,24-Jan-2020 12:38 PM,Rejected-Finance,Order not placed,15-Jul-2021 12:13 PM,,,,,,,,,,,,14.0,146963.0,SHINEX UQ-GENETIC SEEDS PVT. LTD.,INR,"5,197,200",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,146963,SHINEX UQ-GENETIC SEEDS PVT. LTD.,28-Jan-2020 06:59 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,15.0,146991.0,Siri Seeds (India) Private Limited,INR,"3,510,000",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,146951,Shriram Bioseed Genetics,27-Jan-2020 09:52 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,16.0,147142.0,Bayer Cropscience Ltd,INR,"2,340,000",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,146991,Siri Seeds (India) Private Limited,28-Jan-2020 01:43 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,17.0,147255.0,Nuziveedu Seeds Limited,INR,"8,358,425",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,146893,STAR AGROTECH PRIVATE LIMITED,27-Jan-2020 06:34 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,146252,Super Seeds Pvt Ltd,25-Jan-2020 09:19 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,147173,UPL LIMITED,28-Jan-2020 07:25 PM,Rejected-Technical,Not Qualified,28-Feb-2020 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,146374,WELCOME CROP SCIENCE PRIVATE LTD.,23-Jan-2020 02:00 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,146670,YAGANTI AGROTECH PVT. LTD.,26-Jan-2020 03:56 PM,Accepted-AOC,Item Wise /Variety Wise order issued,15-Jul-2021 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
