Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,,,11.0,138541.0,Macleods Pharmaceuticals Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,11,140519,CAPTAB BIOTECH UNIT II,17-Dec-2019 10:52 AM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,12.0,138611.0,NANZ MED SCIENCE PHARMA PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,12,139989,Celebrity Biopharma Ltd(Aishwarya Group),13-Dec-2019 01:06 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,13.0,138638.0,M/s.Tablets (India) Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,13,139758,CHIRON BEHRING VACCINES PRIVATE LIMITED,13-Dec-2019 10:09 AM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,14.0,138759.0,GALPHA LABORATORIES LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,14,140049,CIPLA LTD,13-Dec-2019 04:00 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,15.0,138760.0,M/S SAAR BIOTECH,INR,0.0,,,,,,,,,,,,,,,,,,,,15,139974,COSMAS RESEARCH LAB LTD,13-Dec-2019 09:36 AM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,16.0,138785.0,MSD Pharmaceuticals Private Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,16,140064,DAFFODILLS PHARMACEUTRICALS LTD,13-Dec-2019 04:38 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,17.0,139281.0,MODERN LABORATORIES,INR,0.0,,,,,,,,,,,,,,,,,,,,17,138544,Dr. Reddys Laboratories Limited,07-Dec-2019 06:51 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,18.0,139285.0,NANDANI MEDICAL LABORATORIES PVT. LTD.,INR,0.0,,,,,,,,,,,,,,,,,,,,18,139932,Fresenius Kabi India Pvt Ltd,13-Dec-2019 03:12 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,19.0,139459.0,PREMIUM SERUMS AND VACCINES PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,19,139709,Fresenius Kabi Oncology Ltd,13-Dec-2019 03:18 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,20.0,139577.0,ANG LIFESCIENCES INDIA LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,20,138759,GALPHA LABORATORIES LIMITED,05-Dec-2019 04:26 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,21.0,139676.0,BAYER ZYDUS PHARMA PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,21,139988,Gennova Biopharmaceuticals Ltd,13-Dec-2019 04:13 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,22.0,139677.0,Alpa Laboratories Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,22,139945,Glenmark Pharmaceuticals Ltd,12-Dec-2019 07:13 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,23.0,139709.0,Fresenius Kabi Oncology Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,23,139874,HALEWOOD LABORATORIES PVT. LTD.,13-Dec-2019 04:27 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,24.0,139755.0,PSYCHOTROPICS INDIA LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,24,139871,HEALERS LAB,12-Dec-2019 06:18 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,25.0,139758.0,CHIRON BEHRING VACCINES PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,25,138183,Health Biotech Ltd.,13-Dec-2019 01:00 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,26.0,139763.0,AKUMS DRUGS AND PHARMACEUTICALS LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,26,139929,Intas Pharmaceuticals ltd,13-Dec-2019 02:11 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,27.0,139832.0,Unilab Chemicals & Pharmaceuticals Pvt. Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,27,139292,ION HEALTHCARE PVT LTD,11-Dec-2019 10:42 AM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,28.0,139834.0,MAXTAR BIOGENICS,INR,0.0,,,,,,,,,,,,,,,,,,,,28,138342,Legen Healthcare,16-Dec-2019 04:12 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,29.0,139846.0,Novartis Healthcare Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,29,139994,LUPIN LIMITED,13-Dec-2019 01:13 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,30.0,139853.0,Zee Laboratories Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,30,138541,Macleods Pharmaceuticals Ltd,13-Dec-2019 01:15 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,31.0,139856.0,MARC LABORATORIES LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,31,139759,MALIK LIFESCIENCES PRIVATE LIMITED,12-Dec-2019 03:28 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,32.0,139868.0,BHARAT SERUMS AND VACCINES LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,32,139856,MARC LABORATORIES LIMITED,12-Dec-2019 01:00 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,33.0,139871.0,HEALERS LAB,INR,0.0,,,,,,,,,,,,,,,,,,,,33,138607,MAXMED LIFE SCIENCES PVT. LTD.,12-Dec-2019 02:21 PM,Rejected-Technical,Non Responsive,19-Feb-2020 05:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,34.0,139874.0,HALEWOOD LABORATORIES PVT. LTD.,INR,0.0,,,,,,,,,,,,,,,,,,,,34,139834,MAXTAR BIOGENICS,13-Dec-2019 03:46 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,35.0,139893.0,Theon Pharmaceuticals Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,35,139811,Microgen Hygiene Pvt. Ltd.,12-Dec-2019 09:42 AM,Rejected-Technical,Non Responsive,19-Feb-2020 05:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,36.0,139903.0,SANOFI INDIA LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,36,139281,MODERN LABORATORIES,07-Dec-2019 05:52 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,37.0,139908.0,Baxalta Bioscience India Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,37,138785,MSD Pharmaceuticals Private Limited,05-Dec-2019 05:03 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,38.0,139929.0,Intas Pharmaceuticals ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,38,138760,M/S SAAR BIOTECH,09-Dec-2019 02:35 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,39.0,139932.0,Fresenius Kabi India Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,39,138638,M/s.Tablets (India) Limited,04-Dec-2019 05:39 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,40.0,139945.0,Glenmark Pharmaceuticals Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,40,138262,M/S UNICURE INDIA LTD,06-Dec-2019 02:29 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,41.0,139988.0,Gennova Biopharmaceuticals Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,41,139285,NANDANI MEDICAL LABORATORIES PVT. LTD.,07-Dec-2019 06:14 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,42.0,139989.0,Celebrity Biopharma Ltd(Aishwarya Group),INR,0.0,,,,,,,,,,,,,,,,,,,,42,138611,NANZ MED SCIENCE PHARMA PVT LTD,11-Dec-2019 05:04 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,43.0,139994.0,LUPIN LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,43,140069,Nectar Biopharma private limited,16-Dec-2019 12:48 PM,Rejected-Technical,Non Responsive,19-Feb-2020 05:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,44.0,140009.0,SAMARTH LIFE SCIENCES PVT. LTD.,INR,0.0,,,,,,,,,,,,,,,,,,,,44,139846,Novartis Healthcare Pvt Ltd,12-Dec-2019 12:16 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
